Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-02-2013,28.7,75.0,0.1,2.0,N 
02-02-2013,26.9,88.0,3.3,2.0,N 
03-02-2013,27.0,76.0,0.0,3.0,N 
04-02-2013,29.1,76.0,23.0,2.0,NE
05-02-2013,27.9,80.0,8888.0,3.0,W 
06-02-2013,28.6,74.0,35.6,3.0,W 
07-02-2013,27.9,82.0,0.0,2.0,N 
08-02-2013,28.2,78.0,0.0,2.0,N 
09-02-2013,28.8,78.0,0.1,3.0,W 
10-02-2013,28.0,80.0,0.5,3.0,N 
11-02-2013,28.3,79.0,0.0,3.0,NE
12-02-2013,28.5,78.0,5.8,2.0,N 
13-02-2013,27.5,82.0,1.8,3.0,N 
14-02-2013,26.3,88.0,4.9,3.0,W 
15-02-2013,27.9,77.0,0.0,3.0,W 
16-02-2013,28.4,76.0,28.1,3.0,NW
17-02-2013,25.9,87.0,1.6,3.0,NW
18-02-2013,26.5,86.0,6.0,3.0,W 
19-02-2013,26.6,80.0,8888.0,3.0,W 
20-02-2013,27.9,82.0,16.9,3.0,W 
21-02-2013,27.6,80.0,3.4,2.0,N 
22-02-2013,27.8,80.0,6.3,3.0,N 
23-02-2013,27.0,84.0,6.0,3.0,W 
24-02-2013,28.3,79.0,0.0,3.0,W 
25-02-2013,29.1,76.0,0.0,3.0,W 
26-02-2013,28.2,82.0,3.0,3.0,W 
27-02-2013,29.1,75.0,0.2,3.0,W 
28-02-2013,29.4,70.0,0.0,3.0,W 
