Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-10-2013,29.4,71.0,0.0,1.0,E 
02-10-2013,29.8,72.0,0.0,0.0,NE
03-10-2013,29.9,69.0,0.0,1.0,N 
04-10-2013,29.6,65.0,0.0,2.0,N 
05-10-2013,29.8,71.0,27.5,2.0,N 
06-10-2013,28.8,74.0,0.0,1.0,N 
07-10-2013,28.8,70.0,0.4,1.0,N 
08-10-2013,29.2,73.0,0.0,2.0,N 
09-10-2013,29.4,68.0,0.0,1.0,N 
10-10-2013,29.7,66.0,0.0,2.0,N 
11-10-2013,29.6,69.0,0.0,2.0,W 
12-10-2013,29.7,69.0,0.5,2.0,N 
13-10-2013,29.2,70.0,0.0,1.0,W 
14-10-2013,29.9,67.0,0.0,1.0,N 
15-10-2013,30.0,67.0,0.0,2.0,N 
16-10-2013,30.5,67.0,0.0,2.0,E 
17-10-2013,31.3,68.0,0.0,2.0,E 
18-10-2013,29.5,76.0,0.6,2.0,E 
19-10-2013,29.1,75.0,6.7,2.0,N 
20-10-2013,29.0,74.0,0.0,2.0,N 
21-10-2013,29.8,67.0,0.0,2.0,N 
22-10-2013,29.1,72.0,8888.0,2.0,N 
23-10-2013,31.6,72.0,4.5,2.0,N 
24-10-2013,29.5,72.0,0.0,2.0,N 
25-10-2013,29.3,74.0,0.0,2.0,N 
26-10-2013,29.5,74.0,0.0,2.0,N 
27-10-2013,29.8,74.0,0.0,1.0,NE
28-10-2013,28.6,75.0,4.8,2.0,N 
29-10-2013,26.6,87.0,65.1,2.0,N 
30-10-2013,27.5,80.0,0.0,2.0,N 
31-10-2013,28.5,78.0,0.0,2.0,N 
