Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-03-2020,27.7,89.0,12.0,2.0,NW
02-03-2020,28.7,81.0,63.6,2.0,C 
03-03-2020,28.8,79.0,8888.0,2.0,C 
04-03-2020,28.5,82.0,8888.0,1.0,C 
05-03-2020,28.0,79.0,19.6,1.0,C 
06-03-2020,28.8,78.0,2.0,2.0,C 
07-03-2020,28.8,73.0,0.0,2.0,C 
08-03-2020,28.6,77.0,0.0,2.0,W 
09-03-2020,29.7,71.0,8888.0,3.0,W 
10-03-2020,30.1,71.0,0.0,2.0,C 
11-03-2020,29.6,78.0,0.0,2.0,C 
12-03-2020,27.6,85.0,7.7,1.0,C 
13-03-2020,28.5,76.0,29.2,1.0,C 
14-03-2020,29.4,79.0,0.0,2.0,C 
15-03-2020,29.3,80.0,2.0,2.0,C 
16-03-2020,28.9,77.0,3.6,1.0,C 
17-03-2020,28.9,78.0,4.8,2.0,C 
18-03-2020,27.6,86.0,0.4,1.0,C 
19-03-2020,28.1,83.0,0.2,2.0,C 
20-03-2020,27.4,82.0,16.0,1.0,C 
21-03-2020,28.1,81.0,10.8,1.0,C 
22-03-2020,27.2,84.0,17.6,1.0,C 
23-03-2020,28.2,81.0,22.5,1.0,C 
24-03-2020,28.8,78.0,0.4,2.0,C 
25-03-2020,28.4,81.0,0.3,1.0,C 
26-03-2020,28.8,78.0,0.0,1.0,C 
27-03-2020,28.7,81.0,0.9,1.0,C 
28-03-2020,29.0,81.0,0.0,1.0,C 
29-03-2020,29.4,78.0,0.0,1.0,C 
30-03-2020,27.7,84.0,0.0,1.0,C 
31-03-2020,28.1,84.0,7.1,2.0,C 
