Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-08-2020,27.7,69.0,,1.0,C 
02-08-2020,28.2,69.0,,2.0,C 
03-08-2020,29.5,69.0,0.0,2.0,C 
04-08-2020,29.5,70.0,0.0,2.0,C 
05-08-2020,28.5,73.0,,1.0,C 
06-08-2020,29.1,73.0,,1.0,C 
07-08-2020,28.8,77.0,0.0,1.0,C 
08-08-2020,29.3,75.0,0.0,1.0,C 
09-08-2020,28.6,80.0,32.0,2.0,C 
10-08-2020,29.0,78.0,0.5,2.0,C 
11-08-2020,29.2,74.0,0.0,1.0,C 
12-08-2020,29.0,74.0,8888.0,2.0,C 
13-08-2020,27.1,83.0,,1.0,C 
14-08-2020,27.5,82.0,68.3,1.0,C 
15-08-2020,28.5,79.0,,1.0,C 
16-08-2020,29.1,75.0,0.0,1.0,C 
17-08-2020,29.4,71.0,,1.0,C 
18-08-2020,28.3,77.0,0.2,1.0,C 
19-08-2020,29.0,75.0,0.0,1.0,C 
20-08-2020,29.3,75.0,0.0,2.0,E 
21-08-2020,29.0,68.0,,2.0,C 
22-08-2020,29.0,64.0,0.0,1.0,C 
23-08-2020,29.5,66.0,0.0,2.0,C 
24-08-2020,29.5,68.0,0.0,2.0,E 
25-08-2020,29.0,64.0,,1.0,C 
26-08-2020,29.1,67.0,0.0,1.0,C 
27-08-2020,29.0,64.0,,2.0,C 
28-08-2020,29.3,64.0,0.0,1.0,C 
29-08-2020,29.9,64.0,0.0,1.0,C 
30-08-2020,29.2,68.0,,2.0,C 
31-08-2020,29.3,68.0,0.0,1.0,C 
