Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-02-2020,26.1,92.0,48.5,1.0,C 
02-02-2020,26.8,88.0,128.9,1.0,C 
03-02-2020,27.0,87.0,16.6,1.0,C 
04-02-2020,27.0,86.0,20.9,2.0,C 
05-02-2020,27.8,84.0,0.5,0.0,C 
06-02-2020,26.7,89.0,6.6,1.0,C 
07-02-2020,26.6,90.0,0.6,2.0,NW
08-02-2020,26.7,86.0,125.2,1.0,C 
09-02-2020,26.4,85.0,9.0,1.0,C 
10-02-2020,29.1,76.0,18.6,2.0,C 
11-02-2020,29.9,72.0,0.0,2.0,C 
12-02-2020,29.5,74.0,0.0,1.0,C 
13-02-2020,28.6,77.0,0.0,1.0,C 
14-02-2020,27.6,84.0,0.0,1.0,C 
15-02-2020,28.3,83.0,4.7,1.0,C 
16-02-2020,27.4,85.0,0.0,2.0,C 
17-02-2020,27.0,82.0,26.5,1.0,C 
18-02-2020,27.6,84.0,7.2,1.0,C 
19-02-2020,27.5,83.0,17.7,2.0,NW
20-02-2020,27.1,87.0,31.0,2.0,W 
21-02-2020,28.0,82.0,57.0,2.0,C 
22-02-2020,28.1,84.0,56.8,2.0,C 
23-02-2020,28.3,84.0,125.7,3.0,NW
24-02-2020,28.6,81.0,6.6,2.0,W 
25-02-2020,27.1,88.0,277.5,1.0,C 
26-02-2020,28.6,80.0,3.0,1.0,C 
27-02-2020,28.0,83.0,22.0,2.0,C 
28-02-2020,27.4,88.0,31.5,2.0,C 
29-02-2020,27.3,91.0,0.6,1.0,C 
