Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-07-2020,29.8,70.0,0.0,1.0,C 
02-07-2020,27.3,81.0,,1.0,C 
03-07-2020,28.5,74.0,,1.0,C 
04-07-2020,29.1,73.0,,1.0,C 
05-07-2020,28.5,69.0,,1.0,C 
06-07-2020,29.0,66.0,0.0,1.0,C 
07-07-2020,28.3,75.0,,1.0,E 
08-07-2020,29.0,73.0,,2.0,C 
09-07-2020,27.8,77.0,,2.0,C 
10-07-2020,27.7,79.0,9.0,1.0,C 
11-07-2020,28.3,80.0,1.9,1.0,C 
12-07-2020,28.8,77.0,,1.0,C 
13-07-2020,29.1,72.0,,2.0,C 
14-07-2020,29.4,74.0,0.0,1.0,C 
15-07-2020,27.3,82.0,,3.0,E 
16-07-2020,28.4,79.0,0.2,2.0,C 
17-07-2020,28.6,77.0,1.0,2.0,C 
18-07-2020,28.8,74.0,0.0,1.0,C 
19-07-2020,29.0,73.0,,1.0,C 
20-07-2020,29.2,74.0,0.0,1.0,C 
21-07-2020,28.9,74.0,0.0,2.0,C 
22-07-2020,29.4,72.0,0.0,2.0,C 
23-07-2020,29.4,70.0,0.0,2.0,C 
24-07-2020,29.2,71.0,,1.0,C 
25-07-2020,28.7,72.0,,1.0,C 
26-07-2020,28.4,64.0,0.0,2.0,C 
27-07-2020,28.4,65.0,0.0,1.0,C 
28-07-2020,28.4,68.0,,2.0,C 
29-07-2020,28.3,67.0,,2.0,C 
30-07-2020,28.2,70.0,0.0,1.0,C 
31-07-2020,28.0,60.0,0.0,1.0,C 
