tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2010-06-01,55,20,35,31,20,55,PM10,SEDANG,DKI1
2010-06-02,58,14,42,93,26,93,O3,SEDANG,DKI1
2010-06-03,72,19,38,55,22,72,PM10,SEDANG,DKI1
2010-06-04,59,18,36,30,19,59,PM10,SEDANG,DKI1
2010-06-05,57,15,39,87,21,87,O3,SEDANG,DKI1
2010-06-06,59,18,47,42,25,59,PM10,SEDANG,DKI1
2010-06-07,70,16,39,52,21,70,PM10,SEDANG,DKI1
2010-06-08,77,19,95,18,30,95,CO,SEDANG,DKI1
2010-06-09,54,20,36,45,25,54,PM10,SEDANG,DKI1
2010-06-10,79,23,46,34,24,79,PM10,SEDANG,DKI1
2010-06-11,60,21,33,27,14,60,PM10,SEDANG,DKI1
2010-06-12,64,20,39,23,13,64,PM10,SEDANG,DKI1
2010-06-13,59,15,64,29,15,64,CO,SEDANG,DKI1
2010-06-14,55,22,31,29,14,55,PM10,SEDANG,DKI1
2010-06-15,57,20,34,31,20,57,PM10,SEDANG,DKI1
2010-06-16,55,17,71,27,38,71,CO,SEDANG,DKI1
2010-06-17,75,21,71,30,29,75,PM10,SEDANG,DKI1
2010-06-18,74,21,50,74,29,74,PM10,SEDANG,DKI1
2010-06-19,59,14,37,71,26,71,O3,SEDANG,DKI1
2010-06-20,49,15,23,28,9,49,PM10,BAIK,DKI1
2010-06-21,51,18,31,28,13,51,PM10,SEDANG,DKI1
2010-06-22,58,17,36,41,21,58,PM10,SEDANG,DKI1
2010-06-23,64,17,32,41,23,64,PM10,SEDANG,DKI1
2010-06-24,0,0,30,0,0,30,CO,BAIK,DKI1
2010-06-25,0,0,0,0,0,0,,TIDAK ADA DATA,
2010-06-26,56,19,30,44,22,56,PM10,SEDANG,DKI1
2010-06-27,69,18,46,55,25,69,PM10,SEDANG,DKI1
2010-06-28,60,15,40,36,19,60,PM10,SEDANG,DKI1
2010-06-29,65,17,34,33,14,65,PM10,SEDANG,DKI1
2010-06-30,50,17,29,22,12,50,PM10,BAIK,DKI1
