tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2010-08-01,48,12,19,47,25,48,PM10,BAIK,DKI1
2010-08-02,57,15,36,57,29,57,PM10,SEDANG,DKI1
2010-08-03,61,13,31,48,17,61,PM10,SEDANG,DKI1
2010-08-04,0,0,0,0,0,0,,TIDAK ADA DATA,
2010-08-05,76,16,0,56,26,76,PM10,SEDANG,DKI1
2010-08-06,60,17,38,59,17,60,PM10,SEDANG,DKI1
2010-08-07,61,13,40,80,32,80,O3,SEDANG,DKI1
2010-08-08,60,12,42,73,19,73,O3,SEDANG,DKI1
2010-08-09,61,16,40,77,26,77,O3,SEDANG,DKI1
2010-08-10,63,14,36,35,20,63,PM10,SEDANG,DKI1
2010-08-11,0,15,23,34,10,34,O3,BAIK,DKI1
2010-08-12,0,14,20,27,7,27,O3,BAIK,DKI1
2010-08-13,54,16,20,31,9,54,PM10,SEDANG,DKI1
2010-08-14,43,16,33,28,6,43,PM10,BAIK,DKI1
2010-08-15,53,15,27,44,11,53,PM10,SEDANG,DKI1
2010-08-16,60,17,34,37,25,60,PM10,SEDANG,DKI1
2010-08-17,54,14,43,46,15,54,PM10,SEDANG,DKI1
2010-08-18,60,15,45,74,29,74,O3,SEDANG,DKI1
2010-08-19,39,12,40,34,26,40,CO,BAIK,DKI1
2010-08-20,44,17,36,29,14,44,PM10,BAIK,DKI1
2010-08-21,52,14,45,30,15,52,PM10,SEDANG,DKI1
2010-08-22,48,18,28,71,21,71,O3,SEDANG,DKI1
2010-08-23,65,17,34,48,16,65,PM10,SEDANG,DKI1
2010-08-24,51,18,23,43,12,51,PM10,SEDANG,DKI1
2010-08-25,68,18,80,45,17,80,CO,SEDANG,DKI1
2010-08-26,45,15,25,33,17,45,PM10,BAIK,DKI1
2010-08-27,49,19,33,36,15,49,PM10,BAIK,DKI1
2010-08-28,48,17,45,67,20,67,O3,SEDANG,DKI1
2010-08-29,59,23,39,70,20,70,O3,SEDANG,DKI1
2010-08-30,57,17,22,35,15,57,PM10,SEDANG,DKI1
2010-08-31,52,16,27,35,14,52,PM10,SEDANG,DKI1
