tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2010-03-01,60,5,39,44,19,60,PM10,SEDANG,DKI1
2010-03-02,74,8,56,68,27,74,PM10,SEDANG,DKI1
2010-03-03,54,12,35,77,25,77,O3,SEDANG,DKI1
2010-03-04,59,9,32,62,20,62,O3,SEDANG,DKI1
2010-03-05,62,11,35,31,19,62,PM10,SEDANG,DKI1
2010-03-06,72,10,54,43,23,72,PM10,SEDANG,DKI1
2010-03-07,59,7,46,57,19,59,PM10,SEDANG,DKI1
2010-03-08,56,7,37,39,18,56,PM10,SEDANG,DKI1
2010-03-09,45,5,33,27,15,45,PM10,BAIK,DKI1
2010-03-10,44,8,37,41,19,44,PM10,BAIK,DKI1
2010-03-11,51,6,37,18,14,51,PM10,SEDANG,DKI1
2010-03-12,43,6,42,39,20,43,PM10,BAIK,DKI1
2010-03-13,74,9,46,64,16,74,PM10,SEDANG,DKI1
2010-03-14,61,9,27,27,13,61,PM10,SEDANG,DKI1
2010-03-15,52,8,28,30,15,52,PM10,SEDANG,DKI1
2010-03-16,40,5,25,45,13,45,O3,BAIK,DKI1
2010-03-17,50,8,30,25,15,50,PM10,BAIK,DKI1
2010-03-18,58,10,33,23,15,58,PM10,SEDANG,DKI1
2010-03-19,63,10,44,36,18,63,PM10,SEDANG,DKI1
2010-03-20,54,11,29,66,19,66,O3,SEDANG,DKI1
2010-03-21,52,7,33,31,16,52,PM10,SEDANG,DKI1
2010-03-22,37,5,22,15,10,37,PM10,BAIK,DKI1
2010-03-23,52,9,44,42,29,52,PM10,SEDANG,DKI1
2010-03-24,0,7,41,99,29,99,O3,SEDANG,DKI1
2010-03-25,55,9,33,46,20,55,PM10,SEDANG,DKI1
2010-03-26,48,4,45,57,29,57,O3,SEDANG,DKI1
2010-03-27,61,18,41,59,16,61,PM10,SEDANG,DKI1
2010-03-28,56,4,44,45,13,56,PM10,SEDANG,DKI1
2010-03-29,50,2,34,27,25,50,PM10,BAIK,DKI1
2010-03-30,44,6,33,0,12,44,PM10,BAIK,DKI1
2010-03-31,58,5,57,0,14,58,PM10,SEDANG,DKI1
