Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-10-2019,28.6,70.0,0.0,1.0,C ,134,33,20,184,16
02-10-2019,29.3,70.0,0.0,1.0,C ,79,34,15,153,16
03-10-2019,29.3,71.0,0.0,2.0,C ,78,31,19,138,21
04-10-2019,29.8,66.0,0.0,2.0,C ,76,33,19,169,23
05-10-2019,29.7,61.0,0.0,1.0,C ,73,51,14,89,38
06-10-2019,29.6,61.0,0.0,1.0,C ,62,31,10,164,8
07-10-2019,29.9,59.0,0.0,2.0,C ,73,33,15,100,11
08-10-2019,29.3,68.0,0.0,2.0,C ,90,34,22,138,13
09-10-2019,29.0,73.0,1.0,1.0,C ,68,31,19,130,16
10-10-2019,28.8,75.0,0.0,2.0,C ,73,32,20,173,18
11-10-2019,29.8,66.0,0.0,1.0,C ,80,33,21,207,24
12-10-2019,29.4,70.0,0.0,2.0,C ,77,33,31,177,14
13-10-2019,29.0,70.0,0.0,2.0,C ,70,33,17,173,13
14-10-2019,29.3,72.0,0.0,1.0,C ,79,34,18,156,13
15-10-2019,29.5,70.0,0.0,1.0,C ,64,32,18,178,14
16-10-2019,29.4,67.0,0.0,1.0,C ,74,31,23,144,17
17-10-2019,29.6,71.0,0.0,1.0,C ,64,31,20,156,12
18-10-2019,29.4,71.0,0.0,1.0,C ,60,33,17,104,14
19-10-2019,30.0,71.0,0.0,1.0,C ,75,32,19,78,11
20-10-2019,29.5,70.0,0.0,1.0,C ,71,32,24,147,12
21-10-2019,30.7,65.0,0.0,1.0,C ,73,33,40,87,11
22-10-2019,30.3,66.0,0.0,1.0,C ,70,33,16,135,16
23-10-2019,30.4,64.0,0.0,1.0,C ,70,33,20,140,17
24-10-2019,29.9,68.0,0.0,1.0,C ,77,34,18,129,18
25-10-2019,30.2,71.0,0.0,2.0,C ,75,33,19,172,12
26-10-2019,29.5,72.0,0.0,2.0,C ,75,34,19,180,15
27-10-2019,29.3,74.0,0.0,1.0,C ,83,34,28,153,12
28-10-2019,29.3,73.0,0.0,1.0,C ,68,19,21,121,15
29-10-2019,29.3,73.0,0.0,1.0,C ,85,34,30,97,14
30-10-2019,29.2,70.0,0.0,2.0,C ,69,34,21,171,16
31-10-2019,29.7,68.0,0.0,2.0,NW,76,35,18,120,14
