Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-04-2019,28.3,76.0,0.0,2.0,C ,68,21,37,167,20
02-04-2019,27.7,79.0,12.0,2.0,C ,72,21,49,101,15
03-04-2019,28.1,82.0,8.8,2.0,C ,69,21,44,146,18
04-04-2019,29.4,74.0,5.6,2.0,NW,61,21,30,172,17
05-04-2019,28.5,79.0,0.0,2.0,C ,59,25,25,83,18
06-04-2019,28.5,80.0,1.7,1.0,C ,74,21,38,195,23
07-04-2019,28.0,78.0,2.0,1.0,C ,72,21,41,243,13
08-04-2019,29.1,82.0,50.6,2.0,C ,57,22,24,235,17
09-04-2019,28.6,80.0,3.5,2.0,C ,72,25,27,127,18
10-04-2019,29.5,74.0,0.0,1.0,C ,82,25,32,199,27
11-04-2019,30.4,70.0,0.0,2.0,C ,69,23,23,153,17
12-04-2019,29.5,75.0,0.0,2.0,W ,55,22,38,78,10
13-04-2019,29.8,75.0,0.0,2.0,C ,55,21,42,62,10
14-04-2019,29.6,70.0,1.0,1.0,C ,45,22,37,112,14
15-04-2019,28.8,78.0,0.0,2.0,C ,64,22,39,122,23
16-04-2019,28.3,81.0,6.8,1.0,C ,62,22,43,119,16
17-04-2019,28.9,80.0,1.8,1.0,C ,69,22,39,80,16
18-04-2019,30.7,74.0,0.0,2.0,C ,73,21,26,111,16
19-04-2019,27.9,86.0,18.2,1.0,C ,60,22,21,42,9
20-04-2019,27.8,83.0,12.9,1.0,C ,33,21,16,105,20
21-04-2019,29.4,80.0,5.6,2.0,C ,60,22,27,110,16
22-04-2019,30.1,69.0,11.0,2.0,C ,60,23,24,63,9
23-04-2019,30.3,72.0,0.0,2.0,C ,63,24,18,73,10
24-04-2019,28.0,84.0,0.0,1.0,C ,57,22,20,72,15
25-04-2019,29.3,77.0,22.8,1.0,C ,67,22,45,85,12
26-04-2019,28.3,84.0,13.2,1.0,C ,42,21,22,124,22
27-04-2019,27.9,85.0,1.8,1.0,C ,55,21,38,90,11
28-04-2019,28.5,82.0,0.0,1.0,C ,65,22,46,78,11
29-04-2019,28.9,81.0,5.5,1.0,C ,56,22,35,130,19
30-04-2019,28.2,83.0,9.8,1.0,C ,59,22,29,111,21
