Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-08-2019,28.1,66.0,0.0,2.0,W ,71,27,22,115,18
02-08-2019,28.4,70.0,0.0,2.0,C ,76,28,22,96,20
03-08-2019,28.3,70.0,0.0,1.0,C ,77,28,20,92,19
04-08-2019,28.1,62.0,0.0,1.0,C ,71,27,18,80,17
05-08-2019,28.0,68.0,0.0,2.0,C ,64,28,0,117,22
06-08-2019,26.6,60.0,0.0,1.0,C ,66,29,20,140,18
07-08-2019,27.8,61.0,0.0,1.0,C ,79,28,22,127,14
08-08-2019,27.7,63.0,0.0,1.0,C ,98,22,24,146,21
09-08-2019,27.5,72.0,0.0,2.0,C ,74,29,21,119,18
10-08-2019,27.9,70.0,0.0,1.0,C ,82,29,24,100,18
11-08-2019,27.9,71.0,0.0,2.0,C ,68,27,21,72,9
12-08-2019,28.6,66.0,0.0,1.0,C ,71,27,17,73,10
13-08-2019,29.0,70.0,0.0,2.0,C ,70,29,21,57,10
14-08-2019,28.6,73.0,0.0,2.0,C ,67,28,19,69,18
15-08-2019,28.6,74.0,0.0,2.0,C ,72,28,22,102,17
16-08-2019,28.6,71.0,0.0,1.0,C ,92,28,48,207,19
17-08-2019,28.9,72.0,0.0,2.0,C ,71,27,22,174,14
18-08-2019,28.2,66.0,0.0,1.0,C ,69,27,25,108,10
19-08-2019,27.5,70.0,0.0,1.0,C ,71,29,25,185,19
20-08-2019,28.3,62.0,0.0,1.0,C ,75,31,23,171,18
21-08-2019,29.4,63.0,0.0,2.0,C ,70,30,20,76,11
22-08-2019,28.8,70.0,0.0,1.0,C ,70,21,20,88,14
23-08-2019,28.3,72.0,0.0,2.0,C ,81,28,29,201,18
24-08-2019,28.0,69.0,0.0,1.0,C ,77,28,22,171,19
25-08-2019,28.0,68.0,0.0,1.0,C ,66,29,17,128,12
26-08-2019,28.4,70.0,0.0,2.0,C ,78,30,22,184,16
27-08-2019,28.6,74.0,0.0,1.0,C ,79,35,24,149,22
28-08-2019,28.7,76.0,0.0,1.0,C ,69,27,28,108,17
29-08-2019,28.9,70.0,0.0,1.0,C ,76,28,28,132,14
30-08-2019,29.2,69.0,0.0,2.0,C ,72,30,22,96,12
31-08-2019,27.7,69.0,0.0,1.0,C ,76,29,30,78,15
