Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-01-2019,26.0,84.0,8.5,2.0,SW,29,15,7,71,13
02-01-2019,28.3,75.0,2.3,2.0,W ,24,17,6,79,6
03-01-2019,28.3,74.0,0.4,2.0,W ,23,16,6,65,4
04-01-2019,29.3,67.0,0.0,3.0,W ,42,18,10,64,11
05-01-2019,28.9,71.0,0.0,1.0,C ,54,29,16,51,20
06-01-2019,29.4,72.0,0.0,1.0,C ,69,34,30,105,27
07-01-2019,29.7,77.0,0.0,2.0,C ,71,47,16,132,25
08-01-2019,28.2,80.0,9.6,2.0,C ,51,22,25,143,26
09-01-2019,28.9,80.0,3.0,2.0,C ,61,22,28,198,21
10-01-2019,27.7,83.0,70.4,1.0,C ,59,22,27,128,18
11-01-2019,29.0,79.0,2.0,1.0,C ,63,23,28,91,13
12-01-2019,28.6,80.0,17.0,2.0,C ,57,26,24,90,16
13-01-2019,28.1,81.0,3.0,1.0,C ,65,24,28,119,15
14-01-2019,27.4,78.0,5.2,1.0,C ,65,25,32,99,18
15-01-2019,28.5,79.0,1.6,2.0,W ,72,27,26,59,13
16-01-2019,27.9,81.0,0.0,1.0,C ,37,23,19,64,7
17-01-2019,28.3,78.0,2.3,2.0,C ,56,23,23,101,14
18-01-2019,28.0,78.0,0.0,2.0,C ,27,23,16,103,13
19-01-2019,27.5,81.0,17.6,1.0,C ,44,24,27,127,13
20-01-2019,28.3,78.0,1.5,2.0,C ,74,30,39,82,17
21-01-2019,27.6,84.0,3.0,1.0,W ,62,24,22,94,12
22-01-2019,26.1,89.0,5.6,1.0,C ,39,24,23,92,9
23-01-2019,27.5,80.0,26.9,1.0,C ,59,23,37,70,14
24-01-2019,27.5,82.0,7.0,3.0,NW,51,19,20,81,12
25-01-2019,26.3,87.0,45.1,1.0,C ,32,19,25,74,12
26-01-2019,27.9,83.0,36.6,2.0,W ,63,22,37,118,17
27-01-2019,27.4,86.0,11.0,1.0,C ,56,18,49,74,10
28-01-2019,28.1,80.0,14.0,2.0,C ,53,20,34,77,15
29-01-2019,27.8,80.0,1.4,1.0,C ,48,19,33,88,11
30-01-2019,27.3,86.0,86.6,1.0,C ,47,21,32,73,16
31-01-2019,26.8,86.0,0.6,2.0,W ,56,23,22,54,17
