tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2018-01-01,76,31.0,38.0,35.0,9.0,76,PM10,SEDANG,DKI4
2018-01-02,23,31.0,24.0,39.0,14.0,39,O3,BAIK,DKI3
2018-01-03,53,35.0,35.0,101.0,23.0,101,O3,TIDAK SEHAT,DKI3
2018-01-04,53,49.0,34.0,57.0,15.0,57,O3,SEDANG,DKI3
2018-01-05,44,32.0,26.0,28.0,10.0,44,PM10,BAIK,DKI4
2018-01-06,20,30.0,22.0,31.0,5.0,31,O3,BAIK,DKI5
2018-01-07,26,30.0,14.0,46.0,5.0,46,O3,BAIK,DKI5
2018-01-08,62,33.0,19.0,73.0,17.0,73,O3,SEDANG,DKI5
2018-01-09,45,32.0,16.0,63.0,14.0,63,O3,SEDANG,DKI3
2018-01-10,42,34.0,16.0,95.0,17.0,95,O3,SEDANG,DKI5
2018-01-11,40,38.0,18.0,81.0,19.0,81,O3,SEDANG,DKI5
2018-01-12,37,33.0,18.0,83.0,17.0,83,O3,SEDANG,DKI5
2018-01-13,51,30.0,17.0,93.0,21.0,93,O3,SEDANG,DKI5
2018-01-14,33,72.0,17.0,73.0,14.0,73,O3,SEDANG,DKI5
2018-01-15,30,72.0,19.0,70.0,12.0,72,SO2,SEDANG,DKI4
2018-01-16,25,70.0,19.0,61.0,10.0,70,SO2,SEDANG,DKI4
2018-01-17,35,52.0,19.0,60.0,13.0,60,O3,SEDANG,DKI5
2018-01-18,41,52.0,22.0,56.0,15.0,56,O3,SEDANG,DKI5
2018-01-19,46,51.0,29.0,48.0,19.0,51,SO2,SEDANG,DKI4
2018-01-20,27,51.0,18.0,38.0,7.0,51,SO2,SEDANG,DKI4
2018-01-21,25,51.0,18.0,40.0,8.0,51,SO2,SEDANG,DKI4
2018-01-22,26,52.0,17.0,32.0,6.0,52,SO2,SEDANG,DKI4
2018-01-23,28,52.0,17.0,57.0,9.0,57,O3,SEDANG,DKI5
2018-01-24,33,53.0,20.0,86.0,19.0,86,O3,SEDANG,DKI5
2018-01-25,26,53.0,22.0,51.0,15.0,53,SO2,SEDANG,DKI4
2018-01-26,21,53.0,19.0,41.0,7.0,53,SO2,SEDANG,DKI4
2018-01-27,27,54.0,19.0,63.0,6.0,63,O3,SEDANG,DKI5
2018-01-28,34,55.0,20.0,52.0,6.0,55,SO2,SEDANG,DKI4
2018-01-29,22,54.0,18.0,39.0,7.0,54,SO2,SEDANG,DKI4
2018-01-30,27,41.0,22.0,41.0,7.0,41,SO2,BAIK,DKI5
2018-01-31,28,54.0,21.0,58.0,12.0,58,O3,SEDANG,DKI5
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,TIDAK ADA DATA,,,0.0,,TIDAK ADA DATA,,0,
,BAIK,,,5.0,,PM10,,2,
,SEDANG,,,25.0,,SO2,,11,
,TIDAK SEHAT,,,1.0,,CO,,0,
,SANGAT TIDAK SEHAT,,,0.0,,O3,,18,
,BERBAHAYA,,,0.0,,NO2,,0,
,JUMLAH,,,31.0,,JUMLAH,,31,
