Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-12-2014,30.5,59.0,0.0,2.0,W ,33,14,20,34,12
02-12-2014,28.8,66.0,0.0,2.0,W ,47,16,24,49,13
03-12-2014,27.9,70.0,0.0,2.0,S ,39,14,23,52,11
04-12-2014,28.4,73.0,0.2,2.0,W ,54,15,29,77,19
05-12-2014,27.7,77.0,32.5,1.0,N ,68,18,28,103,23
06-12-2014,27.0,84.0,6.5,2.0,W ,54,14,43,53,13
07-12-2014,26.3,86.0,15.3,2.0,W ,55,15,51,56,11
08-12-2014,27.9,78.0,5.0,2.0,W ,30,15,19,52,11
09-12-2014,27.6,77.0,0.0,2.0,W ,42,16,39,47,12
10-12-2014,28.4,72.0,0.0,2.0,W ,45,17,31,51,18
11-12-2014,28.7,76.0,0.0,2.0,W ,61,18,28,48,17
12-12-2014,28.5,78.0,11.1,2.0,NW,52,16,23,48,14
13-12-2014,27.4,81.0,0.0,1.0,N ,59,16,24,58,12
14-12-2014,28.1,78.0,0.0,2.0,W ,50,19,23,46,12
15-12-2014,28.8,76.0,0.0,2.0,N ,41,16,23,41,12
16-12-2014,28.6,77.0,4.1,2.0,NW,72,17,26,56,19
17-12-2014,29.8,69.0,0.0,2.0,W ,47,15,25,52,13
18-12-2014,28.9,76.0,0.0,1.0,W ,56,29,23,37,10
19-12-2014,28.2,83.0,49.0,2.0,NW,62,34,30,46,15
20-12-2014,28.0,81.0,3.0,2.0,W ,37,30,30,42,13
21-12-2014,28.2,81.0,18.2,1.0,NW,67,34,47,48,15
22-12-2014,27.8,82.0,0.0,2.0,NW,42,25,33,79,19
23-12-2014,29.2,74.0,0.0,2.0,W ,39,10,37,55,18
24-12-2014,28.5,78.0,0.0,1.0,W ,69,11,43,137,19
25-12-2014,28.8,74.0,0.0,2.0,NW,59,12,37,130,16
26-12-2014,28.1,79.0,21.1,1.0,S ,52,14,30,71,14
27-12-2014,26.3,90.0,44.5,2.0,W ,30,9,32,40,16
28-12-2014,27.8,73.0,0.0,2.0,W ,40,10,42,137,22
29-12-2014,29.1,69.0,0.0,2.0,W ,31,9,25,201,6
30-12-2014,29.3,65.0,0.0,3.0,W ,36,10,28,81,11
,,,,,,24,9,25,217,11
