Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-06-2014,29.3,74.0,0.0,2.0,E ,80.0,14.0,55.0,136.0,21.0
02-06-2014,29.5,70.0,0.0,2.0,NE,76.0,15.0,26.0,65.0,16.0
03-06-2014,29.4,73.0,0.0,1.0,NE,86.0,13.0,28.0,68.0,18.0
04-06-2014,29.8,72.0,0.0,1.0,E ,89.0,15.0,32.0,87.0,19.0
05-06-2014,28.1,81.0,5.4,1.0,E ,94.0,12.0,36.0,135.0,22.0
06-06-2014,29.2,72.0,0.0,0.0,S ,84.0,11.0,42.0,94.0,26.0
07-06-2014,29.4,75.0,0.0,2.0,E ,111.0,15.0,48.0,81.0,17.0
08-06-2014,30.0,72.0,0.0,2.0,E ,92.0,17.0,31.0,236.0,15.0
09-06-2014,29.6,76.0,0.0,2.0,E ,87.0,12.0,32.0,73.0,16.0
10-06-2014,29.9,77.0,29.5,1.0,S ,83.0,10.0,40.0,97.0,18.0
11-06-2014,28.7,79.0,4.5,0.0,NE,83.0,11.0,43.0,129.0,22.0
12-06-2014,29.2,81.0,62.0,2.0,N ,75.0,10.0,37.0,214.0,21.0
13-06-2014,27.1,86.0,4.2,0.0,S ,52.0,10.0,39.0,205.0,28.0
14-06-2014,28.4,80.0,3.2,2.0,E ,78.0,10.0,65.0,61.0,24.0
15-06-2014,25.9,92.0,25.4,1.0,S ,53.0,10.0,35.0,65.0,16.0
16-06-2014,28.1,80.0,3.4,1.0,E ,60.0,12.0,43.0,86.0,21.0
17-06-2014,27.8,84.0,0.0,2.0,N ,54.0,12.0,35.0,117.0,17.0
18-06-2014,29.6,76.0,0.0,2.0,E ,66.0,11.0,34.0,87.0,17.0
19-06-2014,28.0,74.0,0.0,1.0,E ,57.0,15.0,31.0,77.0,24.0
20-06-2014,28.9,77.0,0.0,2.0,E ,69.0,17.0,31.0,68.0,18.0
21-06-2014,28.7,78.0,10.8,1.0,N ,71.0,15.0,28.0,70.0,13.0
22-06-2014,28.9,76.0,0.0,0.0,N ,84.0,16.0,80.0,112.0,26.0
23-06-2014,29.2,74.0,0.0,2.0,E ,79.0,12.0,34.0,92.0,17.0
24-06-2014,29.1,74.0,0.0,1.0,E ,68.0,13.0,40.0,70.0,13.0
25-06-2014,28.4,80.0,17.9,2.0,E ,79.0,15.0,32.0,66.0,14.0
26-06-2014,26.4,85.0,0.5,1.0,NE,60.0,11.0,35.0,67.0,24.0
27-06-2014,27.8,82.0,0.0,1.0,SW,95.0,13.0,57.0,75.0,25.0
28-06-2014,27.8,78.0,0.0,2.0,W ,64.0,11.0,31.0,92.0,20.0
29-06-2014,28.3,78.0,0.0,2.0,N ,90.0,15.0,26.0,88.0,19.0
30-06-2014,28.9,76.0,0.0,2.0,N ,75.0,12.0,34.0,117.0,22.0
,,,,,,,,,,
