Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-04-2020,28.1,80.0,21.5,1.0,C ,51,25,35,129,10
02-04-2020,29.8,73.0,0.0,2.0,C ,55,25,22,57,7
03-04-2020,29.3,77.0,0.1,1.0,C ,55,27,22,62,6
04-04-2020,28.9,81.0,5.5,1.0,C ,66,28,25,83,7
05-04-2020,28.5,79.0,0.0,1.0,C ,66,28,19,103,8
06-04-2020,27.3,86.0,0.0,1.0,C ,56,26,29,73,9
07-04-2020,28.6,77.0,30.6,1.0,C ,42,25,23,56,9
08-04-2020,28.8,78.0,0.0,3.0,C ,33,26,13,69,7
09-04-2020,28.9,81.0,0.3,1.0,C ,59,28,19,73,10
10-04-2020,28.3,83.0,0.0,1.0,C ,65,27,26,132,12
11-04-2020,29.4,78.0,13.8,2.0,C ,109,27,18,135,6
12-04-2020,29.6,77.0,0.0,2.0,C ,82,27,31,136,13
13-04-2020,27.7,90.0,14.5,1.0,C ,52,26,17,86,9
14-04-2020,28.0,85.0,72.0,2.0,C ,54,28,22,109,10
15-04-2020,28.1,86.0,5.4,2.0,C ,57,27,19,109,11
16-04-2020,29.0,80.0,0.0,1.0,C ,60,27,17,87,13
17-04-2020,29.7,76.0,0.0,1.0,C ,60,27,19,92,11
18-04-2020,28.7,77.0,0.0,1.0,C ,53,28,15,100,10
19-04-2020,29.6,76.0,0.0,2.0,C ,73,29,20,147,14
20-04-2020,30.0,78.0,0.0,2.0,C ,78,28,20,116,9
21-04-2020,30.0,76.0,0.0,1.0,C ,69,28,17,59,10
22-04-2020,30.4,70.0,0.0,1.0,C ,111,31,26,75,11
23-04-2020,30.8,73.0,0.0,2.0,C ,66,27,17,88,9
24-04-2020,29.3,77.0,0.0,1.0,C ,71,27,22,70,8
25-04-2020,29.1,74.0,0.0,1.0,C ,64,26,29,77,9
26-04-2020,29.4,77.0,0.0,2.0,C ,75,26,23,101,10
27-04-2020,27.7,84.0,13.5,1.0,C ,51,25,18,131,8
28-04-2020,27.8,82.0,1.2,1.0,C ,59,20,22,82,13
29-04-2020,28.3,78.0,4.4,1.0,C ,67,25,19,85,11
30-04-2020,28.6,82.0,0.0,1.0,C ,80,22,37,77,17
