Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-05-2020,28.8,80.0,,2.0,E ,55,26,21,83,10
02-05-2020,27.1,85.0,0.0,1.0,C ,36,22,12,80,9
03-05-2020,29.3,76.0,1.0,1.0,C ,65,34,35,49,11
04-05-2020,28.7,79.0,,1.0,C ,53,21,14,75,8
05-05-2020,29.6,76.0,1.6,2.0,C ,53,22,18,73,9
06-05-2020,29.6,79.0,,1.0,C ,52,22,14,63,7
07-05-2020,30.2,72.0,0.2,1.0,C ,67,24,18,69,9
08-05-2020,30.2,73.0,,1.0,C ,91,22,18,120,10
09-05-2020,28.4,82.0,,1.0,C ,77,22,22,75,12
10-05-2020,28.8,81.0,1.0,2.0,C ,72,23,27,81,15
11-05-2020,29.3,78.0,0.0,1.0,C ,54,24,18,83,8
12-05-2020,30.3,75.0,,1.0,C ,57,23,20,81,10
13-05-2020,29.9,79.0,3.8,1.0,C ,55,22,17,79,8
14-05-2020,29.4,76.0,,2.0,C ,61,23,17,64,12
15-05-2020,30.0,70.0,,1.0,C ,66,23,18,62,9
16-05-2020,30.2,70.0,,1.0,C ,65,23,17,77,8
17-05-2020,29.9,75.0,0.0,2.0,C ,74,23,18,122,9
18-05-2020,28.2,84.0,,1.0,C ,62,21,15,79,10
19-05-2020,28.7,76.0,12.8,1.0,C ,42,23,15,119,13
20-05-2020,29.7,75.0,,2.0,C ,61,23,14,73,9
21-05-2020,28.9,80.0,29.0,1.0,C ,33,23,14,79,12
22-05-2020,29.7,81.0,0.0,2.0,C ,70,22,16,88,17
23-05-2020,29.6,73.0,0.0,1.0,C ,42,22,15,87,8
24-05-2020,31.2,65.0,,1.0,C ,62,21,26,65,11
25-05-2020,30.4,72.0,,1.0,C ,50,25,15,44,9
26-05-2020,29.9,73.0,1.0,2.0,C ,52,42,18,45,8
27-05-2020,29.5,74.0,0.0,1.0,C ,37,22,12,76,10
28-05-2020,29.8,76.0,,1.0,C ,64,35,16,136,16
29-05-2020,29.6,78.0,,1.0,C ,62,27,16,134,12
30-05-2020,29.6,76.0,,1.0,C ,63,38,36,73,11
31-05-2020,29.4,73.0,0.0,1.0,C ,54,32,28,66,9
