Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-07-2020,29.8,70.0,0.0,1.0,C ,74,29,15,94,14
02-07-2020,27.3,81.0,,1.0,C ,79,24,20,71,13
03-07-2020,28.5,74.0,,1.0,C ,58,27,23,88,14
04-07-2020,29.1,73.0,,1.0,C ,70,23,16,71,14
05-07-2020,28.5,69.0,,1.0,C ,67,24,16,57,12
06-07-2020,29.0,66.0,0.0,1.0,C ,75,39,16,66,16
07-07-2020,28.3,75.0,,1.0,E ,57,30,15,63,16
08-07-2020,29.0,73.0,,2.0,C ,69,28,15,90,15
09-07-2020,27.8,77.0,,2.0,C ,60,22,14,102,12
10-07-2020,27.7,79.0,9.0,1.0,C ,70,24,21,113,19
11-07-2020,28.3,80.0,1.9,1.0,C ,86,23,20,111,16
12-07-2020,28.8,77.0,,1.0,C ,68,22,24,79,9
13-07-2020,29.1,72.0,,2.0,C ,68,25,20,71,13
14-07-2020,29.4,74.0,0.0,1.0,C ,69,23,15,71,16
15-07-2020,27.3,82.0,,3.0,E ,63,22,14,51,12
16-07-2020,28.4,79.0,0.2,2.0,C ,55,27,13,52,11
17-07-2020,28.6,77.0,1.0,2.0,C ,66,31,17,68,14
18-07-2020,28.8,74.0,0.0,1.0,C ,59,25,17,84,15
19-07-2020,29.0,73.0,,1.0,C ,71,25,21,90,10
20-07-2020,29.2,74.0,0.0,1.0,C ,66,20,14,119,12
21-07-2020,28.9,74.0,0.0,2.0,C ,87,24,48,95,14
22-07-2020,29.4,72.0,0.0,2.0,C ,63,23,20,75,15
23-07-2020,29.4,70.0,0.0,2.0,C ,63,25,15,130,11
24-07-2020,29.2,71.0,,1.0,C ,67,24,18,98,13
25-07-2020,28.7,72.0,,1.0,C ,69,24,13,92,11
26-07-2020,28.4,64.0,0.0,2.0,C ,62,26,11,79,10
27-07-2020,28.4,65.0,0.0,1.0,C ,67,31,12,89,12
28-07-2020,28.4,68.0,,2.0,C ,71,24,21,160,14
29-07-2020,28.3,67.0,,2.0,C ,67,24,17,164,14
30-07-2020,28.2,70.0,0.0,1.0,C ,76,24,14,136,14
31-07-2020,28.0,60.0,0.0,1.0,C ,68,25,13,115,14
