Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-10-2020,30.3,70.0,,2.0,C ,73,83,32,73,62
02-10-2020,29.4,72.0,0.0,2.0,C ,83,89,35,87,79
03-10-2020,27.8,78.0,0.0,1.0,C ,74,77,32,80,89
04-10-2020,28.4,74.0,12.5,3.0,NW,79,83,33,108,95
05-10-2020,28.8,68.0,17.3,2.0,C ,62,64,32,109,128
06-10-2020,28.8,67.0,,1.0,C ,64,69,34,103,110
07-10-2020,29.7,68.0,0.0,1.0,C ,77,73,33,127,92
08-10-2020,29.3,71.0,,2.0,C ,68,74,35,117,109
09-10-2020,28.7,77.0,8.0,2.0,C ,74,99,32,105,88
10-10-2020,28.8,75.0,0.0,1.0,C ,70,74,32,80,72
11-10-2020,28.5,77.0,6.6,1.0,C ,69,71,32,91,95
12-10-2020,29.7,68.0,,1.0,C ,58,89,34,135,116
13-10-2020,29.5,70.0,,2.0,C ,72,105,35,130,94
14-10-2020,29.8,70.0,0.0,2.0,C ,81,93,34,115,94
15-10-2020,30.0,67.0,0.0,1.0,C ,79,103,35,98,97
16-10-2020,28.4,75.0,,1.0,C ,68,91,35,134,110
17-10-2020,28.7,75.0,48.5,2.0,C ,70,80,34,99,99
18-10-2020,28.8,75.0,0.0,1.0,C ,60,82,36,67,71
19-10-2020,28.6,79.0,0.0,2.0,C ,64,89,35,76,71
20-10-2020,28.6,78.0,10.5,2.0,C ,63,86,37,77,68
21-10-2020,27.3,82.0,24.6,2.0,C ,57,85,35,104,99
22-10-2020,28.8,76.0,57.6,2.0,W ,53,82,37,57,68
23-10-2020,29.8,68.0,0.0,1.0,C ,39,65,37,48,43
24-10-2020,29.2,72.0,,2.0,C ,56,82,38,83,100
25-10-2020,28.2,78.0,,1.0,C ,52,65,39,68,83
26-10-2020,27.4,82.0,0.8,1.0,C ,57,80,41,123,99
27-10-2020,27.0,82.0,5.4,2.0,C ,52,69,37,79,98
28-10-2020,28.3,80.0,15.0,2.0,C ,66,86,39,117,82
29-10-2020,29.4,74.0,1.5,1.0,C ,57,78,38,88,60
30-10-2020,29.1,76.0,,1.0,C ,63,86,40,49,58
31-10-2020,28.1,77.0,0.0,2.0,C ,45,59,29,79,67
