Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-11-2020,27.7,81.0,5.5,2.0,C ,56,82,38,55,59
02-11-2020,28.6,75.0,7.0,2.0,C ,49,41,38,38,63
03-11-2020,28.8,74.0,0.0,1.0,C ,54,77,41,84,84
04-11-2020,28.6,74.0,0.0,2.0,C ,54,81,43,146,87
05-11-2020,27.3,83.0,3.0,1.0,C ,58,78,41,67,68
06-11-2020,27.7,86.0,5.0,1.0,C ,80,112,44,64,67
07-11-2020,28.9,80.0,10.0,1.0,C ,65,88,42,85,67
08-11-2020,27.8,80.0,,2.0,C ,67,90,40,65,60
09-11-2020,29.1,71.0,1.0,1.0,C ,72,107,43,115,74
10-11-2020,29.5,77.0,0.0,2.0,C ,82,104,43,83,79
11-11-2020,29.9,72.0,0.0,1.0,C ,79,100,43,111,99
12-11-2020,29.8,74.0,3.6,2.0,C ,61,80,44,69,83
13-11-2020,30.4,76.0,,1.0,C ,57,74,44,50,58
14-11-2020,30.5,71.0,,2.0,C ,67,91,46,135,88
15-11-2020,30.7,68.0,0.0,1.0,C ,59,73,44,55,65
16-11-2020,29.7,74.0,0.0,2.0,C ,64,87,48,64,57
17-11-2020,29.3,78.0,,2.0,C ,60,99,44,88,107
18-11-2020,29.3,76.0,,1.0,C ,59,89,53,104,92
19-11-2020,30.2,72.0,0.0,1.0,C ,77,98,43,115,98
20-11-2020,29.7,77.0,0.0,1.0,C ,62,85,46,55,65
21-11-2020,29.2,76.0,0.0,1.0,C ,67,82,44,60,63
22-11-2020,28.5,77.0,0.0,1.0,C ,70,83,42,57,74
23-11-2020,28.0,81.0,0.0,1.0,C ,69,102,46,69,64
24-11-2020,28.1,77.0,1.0,1.0,C ,68,95,44,71,76
25-11-2020,28.3,78.0,15.0,1.0,C ,55,74,43,49,80
26-11-2020,28.7,77.0,26.0,1.0,C ,60,76,45,93,104
27-11-2020,29.4,70.0,0.0,2.0,C ,51,71,43,78,56
28-11-2020,28.5,79.0,9.0,1.0,C ,54,78,44,84,148
29-11-2020,28.4,74.0,0.2,4.0,W ,48,56,43,58,50
30-11-2020,27.8,76.0,1.0,2.0,C ,28,39,42,30,42
