Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-01-2011,28.8,72.0,0.0,3.0,W 
02-01-2011,27.7,71.0,6.7,3.0,W 
03-01-2011,27.2,77.0,2.5,3.0,W 
04-01-2011,27.9,75.0,1.2,3.0,W 
05-01-2011,27.2,86.0,37.0,3.0,W 
06-01-2011,27.8,78.0,3.4,3.0,W 
07-01-2011,26.8,81.0,1.0,3.0,W 
08-01-2011,26.4,84.0,7.9,3.0,W 
09-01-2011,27.1,83.0,15.0,3.0,W 
10-01-2011,27.1,77.0,7.4,4.0,W 
11-01-2011,27.9,79.0,4.0,3.0,W 
12-01-2011,27.5,74.0,0.6,3.0,W 
13-01-2011,27.9,79.0,0.0,4.0,W 
14-01-2011,27.9,78.0,8888.0,3.0,W 
15-01-2011,27.0,80.0,7.6,3.0,W 
16-01-2011,26.2,80.0,3.1,3.0,W 
17-01-2011,27.7,80.0,3.8,4.0,W 
18-01-2011,26.6,81.0,6.9,3.0,W 
19-01-2011,26.4,86.0,0.2,3.0,W 
20-01-2011,26.3,82.0,1.5,4.0,W 
21-01-2011,25.9,90.0,16.8,3.0,W 
22-01-2011,26.7,86.0,13.6,2.0,W 
23-01-2011,27.0,84.0,8888.0,3.0,W 
24-01-2011,27.3,81.0,0.0,3.0,W 
25-01-2011,27.8,75.0,0.0,3.0,W 
26-01-2011,28.1,78.0,0.0,3.0,W 
27-01-2011,28.3,76.0,8888.0,3.0,W 
28-01-2011,27.5,78.0,3.1,3.0,W 
29-01-2011,27.5,81.0,2.3,3.0,W 
30-01-2011,27.2,79.0,0.0,4.0,W 
31-01-2011,28.2,71.0,8888.0,3.0,W 
