Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-05-2011,28.2,76.0,0.0,3.0,W 
02-05-2011,28.7,76.0,0.0,3.0,N 
03-05-2011,29.0,72.0,0.0,3.0,W 
04-05-2011,28.8,74.0,0.0,3.0,W 
05-05-2011,27.3,82.0,18.2,2.0,W 
06-05-2011,28.3,78.0,19.0,3.0,W 
07-05-2011,28.4,77.0,4.8,3.0,W 
08-05-2011,28.6,74.0,0.4,4.0,W 
09-05-2011,29.0,73.0,0.0,3.0,E 
10-05-2011,29.4,74.0,0.0,2.0,S 
11-05-2011,29.2,77.0,0.0,2.0,S 
12-05-2011,30.1,75.0,8888.0,2.0,E 
13-05-2011,29.3,77.0,62.8,2.0,N 
14-05-2011,28.0,81.0,0.2,2.0,S 
15-05-2011,28.8,76.0,0.0,2.0,E 
16-05-2011,28.6,73.0,0.0,2.0,N 
17-05-2011,28.6,73.0,0.0,3.0,E 
18-05-2011,28.6,76.0,13.2,3.0,W 
19-05-2011,29.6,75.0,0.0,3.0,E 
20-05-2011,29.3,76.0,0.0,2.0,N 
21-05-2011,28.6,74.0,0.0,3.0,E 
22-05-2011,28.9,79.0,43.2,3.0,N 
23-05-2011,28.5,78.0,5.8,2.0,E 
24-05-2011,29.2,73.0,18.5,3.0,N 
25-05-2011,28.3,80.0,12.8,2.0,E 
26-05-2011,27.9,81.0,0.0,3.0,SW
27-05-2011,28.3,79.0,0.0,2.0,E 
28-05-2011,29.2,75.0,0.0,3.0,E 
29-05-2011,29.0,74.0,0.0,3.0,E 
30-05-2011,29.4,76.0,0.0,3.0,SW
31-05-2011,29.4,74.0,0.0,2.0,N 
