Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-11-2011,28.6,77.0,0.0,2.0,W 
02-11-2011,28.6,78.0,0.8,2.0,NW
03-11-2011,29.0,77.0,0.3,2.0,W 
04-11-2011,27.6,69.0,0.0,3.0,SW
05-11-2011,28.7,64.0,0.0,3.0,W 
06-11-2011,29.1,62.0,0.0,3.0,W 
07-11-2011,29.5,62.0,0.0,2.0,W 
08-11-2011,28.6,74.0,3.4,2.0,N 
09-11-2011,27.9,76.0,0.2,2.0,E 
10-11-2011,28.2,77.0,0.0,2.0,E 
11-11-2011,29.4,71.0,0.0,3.0,NE
12-11-2011,29.7,72.0,0.0,3.0,NE
13-11-2011,29.4,73.0,4.9,3.0,E 
14-11-2011,28.0,74.0,8888.0,2.0,S 
15-11-2011,28.5,74.0,0.2,2.0,N 
16-11-2011,29.2,73.0,0.0,3.0,NW
17-11-2011,29.9,73.0,0.2,4.0,NE
18-11-2011,29.9,72.0,0.0,3.0,E 
19-11-2011,27.4,68.0,1.2,3.0,E 
20-11-2011,27.5,77.0,2.0,2.0,E 
21-11-2011,29.4,73.0,0.0,3.0,N 
22-11-2011,29.5,74.0,0.0,3.0,NE
23-11-2011,29.4,78.0,12.3,2.0,NE
24-11-2011,28.6,79.0,0.0,2.0,NE
25-11-2011,28.0,80.0,1.6,3.0,E 
26-11-2011,29.7,76.0,0.0,4.0,E 
27-11-2011,30.7,73.0,0.0,3.0,E 
28-11-2011,29.9,74.0,3.5,3.0,SW
29-11-2011,28.2,79.0,14.0,3.0,W 
30-11-2011,29.3,78.0,0.0,3.0,E 
