tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2017-04-01,48.0,43.0,28.0,110.0,10.0,110.0,O3,TIDAK SEHAT,DKI2
2017-04-02,51.0,39.0,45.0,96.0,16.0,96.0,O3,SEDANG,DKI2
2017-04-03,37.0,41.0,37.0,61.0,24.0,61.0,O3,SEDANG,DKI4
2017-04-04,47.0,32.0,41.0,150.0,19.0,150.0,O3,TIDAK SEHAT,DKI2
2017-04-05,53.0,33.0,38.0,51.0,15.0,53.0,PM10,SEDANG,DKI4
2017-04-06,33.0,33.0,26.0,28.0,6.0,33.0,PM10,BAIK,DKI1
2017-04-07,40.0,33.0,17.0,57.0,14.0,57.0,O3,SEDANG,DKI1
2017-04-08,23.0,32.0,17.0,38.0,6.0,38.0,O3,BAIK,DKI1
2017-04-09,30.0,33.0,21.0,31.0,13.0,33.0,SO2,BAIK,DKI3
2017-04-10,65.0,35.0,42.0,113.0,21.0,113.0,O3,TIDAK SEHAT,DKI2
2017-04-11,66.0,36.0,23.0,132.0,29.0,132.0,O3,TIDAK SEHAT,DKI2
2017-04-12,52.0,34.0,26.0,110.0,17.0,110.0,O3,TIDAK SEHAT,DKI3
2017-04-13,56.0,34.0,47.0,108.0,14.0,108.0,O3,TIDAK SEHAT,DKI3
2017-04-14,55.0,34.0,33.0,81.0,21.0,81.0,O3,SEDANG,DKI3
2017-04-15,71.0,37.0,36.0,82.0,11.0,82.0,O3,SEDANG,DKI3
2017-04-16,73.0,34.0,53.0,91.0,26.0,91.0,O3,SEDANG,DKI3
2017-04-17,83.0,54.0,56.0,92.0,15.0,92.0,O3,SEDANG,DKI3
2017-04-18,84.0,35.0,62.0,113.0,22.0,113.0,O3,TIDAK SEHAT,DKI2
2017-04-19,73.0,38.0,60.0,139.0,16.0,139.0,O3,TIDAK SEHAT,DKI5
2017-04-20,65.0,45.0,57.0,140.0,20.0,140.0,O3,TIDAK SEHAT,DKI2
2017-04-21,63.0,36.0,38.0,127.0,14.0,127.0,O3,TIDAK SEHAT,DKI5
2017-04-22,71.0,34.0,57.0,88.0,20.0,88.0,O3,SEDANG,DKI3
2017-04-23,55.0,35.0,61.0,123.0,15.0,123.0,O3,TIDAK SEHAT,DKI3
2017-04-24,70.0,36.0,39.0,95.0,19.0,95.0,O3,SEDANG,DKI3
2017-04-25,93.0,38.0,70.0,82.0,18.0,93.0,PM10,SEDANG,DKI4
2017-04-26,57.0,34.0,18.0,57.0,11.0,57.0,PM10,SEDANG,DKI4
2017-04-27,66.0,34.0,35.0,82.0,25.0,82.0,O3,SEDANG,DKI1
2017-04-28,56.0,35.0,28.0,88.0,24.0,88.0,O3,SEDANG,DKI2
2017-04-29,54.0,40.0,17.0,48.0,14.0,54.0,PM10,SEDANG,DKI4
2017-04-30,63.0,43.0,18.0,139.0,14.0,139.0,O3,TIDAK SEHAT,DKI2
,,,,,,,,,
