tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2017-09-01,64.0,51.0,27.0,76.0,10.0,76.0,O3,SEDANG,DKI3
2017-09-02,78.0,51.0,29.0,92.0,12.0,92.0,O3,SEDANG,DKI3
2017-09-03,107.0,51.0,39.0,74.0,13.0,107.0,PM10,TIDAK SEHAT,DKI4
2017-09-04,103.0,52.0,35.0,157.0,15.0,157.0,O3,TIDAK SEHAT,DKI3
2017-09-05,65.0,52.0,19.0,92.0,12.0,92.0,O3,SEDANG,DKI2
2017-09-06,66.0,51.0,39.0,88.0,19.0,88.0,O3,SEDANG,DKI3
2017-09-07,68.0,51.0,37.0,74.0,16.0,74.0,O3,SEDANG,DKI3
2017-09-08,78.0,52.0,26.0,79.0,15.0,79.0,O3,SEDANG,DKI3
2017-09-09,72.0,52.0,34.0,96.0,13.0,96.0,O3,SEDANG,DKI3
2017-09-10,59.0,52.0,27.0,99.0,12.0,99.0,O3,SEDANG,DKI2
2017-09-11,65.0,51.0,29.0,95.0,18.0,95.0,O3,SEDANG,DKI1
2017-09-12,91.0,52.0,37.0,107.0,20.0,107.0,O3,TIDAK SEHAT,DKI3
2017-09-13,71.0,53.0,30.0,145.0,21.0,145.0,O3,TIDAK SEHAT,DKI2
2017-09-14,89.0,53.0,36.0,140.0,17.0,140.0,O3,TIDAK SEHAT,DKI3
2017-09-15,93.0,52.0,31.0,144.0,23.0,144.0,O3,TIDAK SEHAT,DKI3
2017-09-16,75.0,52.0,24.0,73.0,12.0,75.0,PM10,SEDANG,DKI4
2017-09-17,60.0,52.0,26.0,78.0,13.0,78.0,O3,SEDANG,DKI1
2017-09-18,66.0,52.0,25.0,72.0,11.0,72.0,O3,SEDANG,DKI3
2017-09-19,67.0,52.0,22.0,88.0,10.0,88.0,O3,SEDANG,DKI3
2017-09-20,58.0,52.0,28.0,121.0,15.0,121.0,O3,TIDAK SEHAT,DKI3
2017-09-21,77.0,54.0,25.0,100.0,21.0,100.0,O3,SEDANG,DKI3
2017-09-22,68.0,52.0,26.0,161.0,12.0,161.0,O3,TIDAK SEHAT,DKI3
2017-09-23,81.0,53.0,31.0,137.0,19.0,137.0,O3,TIDAK SEHAT,DKI1
2017-09-24,73.0,54.0,26.0,103.0,16.0,103.0,O3,TIDAK SEHAT,DKI2
2017-09-25,68.0,52.0,25.0,109.0,18.0,109.0,O3,TIDAK SEHAT,DKI3
2017-09-26,75.0,51.0,30.0,77.0,17.0,77.0,O3,SEDANG,DKI3
2017-09-27,62.0,51.0,27.0,51.0,15.0,62.0,PM10,SEDANG,DKI5
2017-09-28,62.0,51.0,52.0,121.0,18.0,121.0,O3,TIDAK SEHAT,DKI2
2017-09-29,69.0,44.0,39.0,132.0,14.0,132.0,O3,TIDAK SEHAT,DKI3
2017-09-30,56.0,52.0,39.0,76.0,17.0,76.0,O3,SEDANG,DKI3
,,,,,,,,,
