Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-02-2016,27.7,85.0,7.0,1.0,N 
02-02-2016,27.9,85.0,62.2,2.0,N 
03-02-2016,28.5,72.0,1.8,2.0,N 
04-02-2016,27.4,86.0,0.0,1.0,N 
05-02-2016,28.6,79.0,5.9,1.0,N 
06-02-2016,28.1,85.0,2.5,1.0,N 
07-02-2016,28.0,85.0,6.9,2.0,N 
08-02-2016,27.4,86.0,3.6,2.0,W 
09-02-2016,26.6,89.0,11.8,2.0,N 
10-02-2016,27.2,84.0,52.0,1.0,N 
11-02-2016,27.8,83.0,0.0,1.0,N 
12-02-2016,26.6,87.0,12.6,1.0,N 
13-02-2016,27.9,80.0,14.4,1.0,N 
14-02-2016,27.5,82.0,0.1,2.0,N 
15-02-2016,27.9,85.0,4.8,1.0,N 
16-02-2016,27.9,81.0,0.0,1.0,N 
17-02-2016,27.0,85.0,54.1,1.0,N 
18-02-2016,28.3,79.0,0.6,1.0,N 
19-02-2016,28.4,81.0,0.0,1.0,N 
20-02-2016,28.6,81.0,0.0,1.0,N 
21-02-2016,28.4,79.0,0.0,2.0,N 
22-02-2016,28.6,79.0,1.1,2.0,NW
23-02-2016,28.9,79.0,0.1,2.0,N 
24-02-2016,28.2,81.0,0.0,2.0,N 
25-02-2016,26.6,88.0,98.5,2.0,N 
26-02-2016,26.5,87.0,115.0,1.0,N 
27-02-2016,27.9,80.0,3.0,1.0,N 
28-02-2016,26.5,92.0,52.4,0.0,N 
29-02-2016,26.9,87.0,6.1,2.0,N 
