Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-11-2016,28.7,76.0,0.0,2.0,W 
02-11-2016,28.9,73.0,19.7,2.0,N 
03-11-2016,28.9,73.0,0.0,1.0,N 
04-11-2016,28.9,75.0,2.6,1.0,N 
05-11-2016,28.6,74.0,0.0,1.0,N 
06-11-2016,29.2,74.0,0.0,2.0,N 
07-11-2016,29.6,76.0,0.0,2.0,N 
08-11-2016,28.1,82.0,0.0,1.0,N 
09-11-2016,27.9,80.0,51.0,2.0,N 
10-11-2016,27.4,80.0,0.0,2.0,W 
11-11-2016,27.3,83.0,1.7,1.0,N 
12-11-2016,27.9,83.0,16.0,1.0,N 
13-11-2016,27.3,85.0,11.8,2.0,W 
14-11-2016,27.4,81.0,41.0,2.0,N 
15-11-2016,28.1,75.0,0.0,1.0,N 
16-11-2016,28.7,76.0,4.0,2.0,N 
17-11-2016,28.7,77.0,1.0,1.0,N 
18-11-2016,28.2,79.0,0.0,1.0,N 
19-11-2016,29.9,71.0,0.2,2.0,N 
20-11-2016,28.6,80.0,0.0,1.0,N 
21-11-2016,27.7,83.0,7.0,1.0,N 
22-11-2016,27.9,78.0,28.2,2.0,N 
23-11-2016,28.4,79.0,0.7,1.0,N 
24-11-2016,29.3,74.0,0.0,2.0,W 
25-11-2016,28.7,76.0,0.0,1.0,N 
26-11-2016,28.7,79.0,0.0,1.0,N 
27-11-2016,29.0,78.0,4.0,1.0,N 
28-11-2016,28.1,83.0,9.4,1.0,N 
29-11-2016,27.1,82.0,1.6,1.0,N 
30-11-2016,28.5,76.0,0.0,1.0,N 
