Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-01-2016,28.2,83.0,26.6,2.0,N 
02-01-2016,27.1,85.0,0.0,1.0,N 
03-01-2016,28.4,79.0,15.6,2.0,W 
04-01-2016,29.0,80.0,0.0,2.0,N 
05-01-2016,28.6,83.0,0.0,1.0,N 
06-01-2016,28.8,77.0,11.6,1.0,N 
07-01-2016,29.7,76.0,0.3,2.0,N 
08-01-2016,29.6,78.0,0.0,2.0,N 
09-01-2016,29.0,81.0,0.0,2.0,N 
10-01-2016,29.1,76.0,0.0,2.0,N 
11-01-2016,29.8,74.0,0.0,1.0,N 
12-01-2016,28.5,82.0,0.0,1.0,N 
13-01-2016,28.2,82.0,5.5,1.0,N 
14-01-2016,29.0,78.0,1.2,1.0,N 
15-01-2016,29.4,79.0,0.0,1.0,N 
16-01-2016,29.2,77.0,0.2,1.0,N 
17-01-2016,29.2,76.0,0.0,1.0,N 
18-01-2016,29.4,76.0,0.0,2.0,N 
19-01-2016,28.7,77.0,0.0,1.0,N 
20-01-2016,28.0,80.0,30.5,1.0,N 
21-01-2016,28.1,82.0,0.2,1.0,N 
22-01-2016,29.0,83.0,1.8,1.0,N 
23-01-2016,26.7,87.0,11.4,1.0,N 
24-01-2016,27.7,86.0,14.7,1.0,N 
25-01-2016,25.9,92.0,30.8,0.0,N 
26-01-2016,27.8,84.0,6.7,1.0,N 
27-01-2016,29.0,81.0,0.1,2.0,N 
28-01-2016,28.9,81.0,6.6,2.0,N 
29-01-2016,29.0,79.0,0.0,2.0,N 
30-01-2016,28.5,81.0,8888.0,2.0,N 
31-01-2016,28.5,79.0,8888.0,2.0,N 
