Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-06-2016,29.9,77.0,8888.0,1.0,N 
02-06-2016,30.0,76.0,0.0,1.0,E 
03-06-2016,29.3,73.0,0.0,1.0,N 
04-06-2016,29.5,77.0,8888.0,1.0,N 
05-06-2016,28.4,81.0,0.0,1.0,N 
06-06-2016,28.3,79.0,0.0,0.0,N 
07-06-2016,28.9,77.0,1.6,1.0,N 
08-06-2016,29.2,70.0,8888.0,2.0,N 
09-06-2016,29.0,77.0,0.0,1.0,N 
10-06-2016,29.0,80.0,31.0,1.0,N 
11-06-2016,29.3,76.0,0.0,2.0,N 
12-06-2016,29.1,74.0,0.0,1.0,N 
13-06-2016,29.6,75.0,0.0,0.0,N 
14-06-2016,28.4,76.0,0.0,1.0,N 
15-06-2016,27.7,80.0,0.0,2.0,N 
16-06-2016,29.3,73.0,0.0,2.0,N 
17-06-2016,29.5,77.0,0.2,2.0,N 
18-06-2016,25.0,85.0,57.2,0.0,N 
19-06-2016,28.0,78.0,4.2,1.0,N 
20-06-2016,28.4,78.0,0.0,1.0,N 
21-06-2016,29.5,73.0,0.0,1.0,N 
22-06-2016,28.1,80.0,5.5,1.0,N 
23-06-2016,28.3,78.0,0.2,1.0,N 
24-06-2016,29.2,77.0,6.4,1.0,N 
25-06-2016,27.5,81.0,59.0,1.0,N 
26-06-2016,27.9,80.0,0.0,2.0,N 
27-06-2016,28.3,77.0,21.0,1.0,N 
28-06-2016,28.7,74.0,0.0,1.0,N 
29-06-2016,28.8,76.0,0.0,1.0,N 
30-06-2016,28.8,79.0,15.8,1.0,N 
