Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-09-2014,29.3,70.0,0.0,2.0,E 
02-09-2014,29.1,72.0,0.0,1.0,E 
03-09-2014,29.4,72.0,0.0,0.0,SE
04-09-2014,29.2,75.0,0.0,1.0,N 
05-09-2014,29.0,74.0,0.0,2.0,N 
06-09-2014,27.7,70.0,0.0,0.0,W 
07-09-2014,28.6,75.0,0.0,2.0,E 
08-09-2014,28.8,66.0,0.0,2.0,N 
09-09-2014,29.7,63.0,0.0,2.0,N 
10-09-2014,28.5,70.0,0.0,2.0,E 
11-09-2014,29.1,62.0,0.0,2.0,E 
12-09-2014,29.6,59.0,0.0,2.0,E 
13-09-2014,29.7,59.0,0.0,1.0,E 
14-09-2014,29.8,59.0,0.0,2.0,E 
15-09-2014,29.0,61.0,0.0,2.0,N 
16-09-2014,29.0,60.0,0.0,2.0,E 
17-09-2014,29.2,58.0,0.0,3.0,E 
18-09-2014,30.3,61.0,0.0,2.0,E 
19-09-2014,29.9,67.0,0.0,3.0,E 
20-09-2014,29.3,68.0,0.1,2.0,E 
21-09-2014,28.3,75.0,0.0,2.0,N 
22-09-2014,29.1,63.0,0.0,3.0,E 
23-09-2014,29.7,55.0,0.0,2.0,S 
24-09-2014,30.4,52.0,0.0,2.0,E 
25-09-2014,28.9,64.0,0.0,1.0,N 
26-09-2014,29.5,68.0,0.0,2.0,N 
27-09-2014,29.2,66.0,0.0,1.0,N 
28-09-2014,29.0,64.0,0.0,2.0,N 
29-09-2014,29.8,64.0,0.0,2.0,E 
30-09-2014,29.2,69.0,0.0,2.0,N 
