Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-05-2014,29.0,75.0,0.0,0.0,N 
02-05-2014,29.4,74.0,0.0,1.0,S 
03-05-2014,30.0,75.0,0.0,2.0,E 
04-05-2014,29.3,74.0,0.0,1.0,E 
05-05-2014,30.1,75.0,0.0,2.0,NE
06-05-2014,30.2,75.0,2.5,2.0,E 
07-05-2014,29.9,79.0,4.4,2.0,N 
08-05-2014,29.1,80.0,0.0,0.0,NE
09-05-2014,29.9,74.0,0.0,1.0,NW
10-05-2014,30.0,74.0,0.0,0.0,N 
11-05-2014,29.1,79.0,0.5,1.0,E 
12-05-2014,29.5,78.0,0.0,1.0,E 
13-05-2014,29.9,76.0,12.1,1.0,NE
14-05-2014,29.5,74.0,0.0,2.0,N 
15-05-2014,28.9,77.0,5.6,2.0,N 
16-05-2014,28.9,74.0,4.8,1.0,E 
17-05-2014,28.6,77.0,0.0,2.0,NE
18-05-2014,29.0,76.0,0.0,1.0,NE
19-05-2014,29.1,76.0,1.8,2.0,S 
20-05-2014,28.9,76.0,0.0,2.0,E 
21-05-2014,29.5,75.0,0.0,2.0,S 
22-05-2014,29.9,72.0,1.4,2.0,E 
23-05-2014,28.7,74.0,0.0,2.0,E 
24-05-2014,28.2,79.0,0.0,1.0,E 
25-05-2014,29.2,75.0,0.0,2.0,E 
26-05-2014,29.6,78.0,0.0,2.0,E 
27-05-2014,29.9,75.0,8.5,2.0,E 
28-05-2014,28.8,81.0,0.0,1.0,E 
29-05-2014,29.5,73.0,0.0,2.0,E 
30-05-2014,29.2,74.0,3.7,2.0,N 
31-05-2014,29.0,76.0,6.7,2.0,N 
