Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-07-2014,28.8,70.0,0.0,2.0,E 
02-07-2014,28.9,72.0,0.0,0.0,S 
03-07-2014,28.8,71.0,0.0,1.0,N 
04-07-2014,28.9,74.0,0.0,2.0,E 
05-07-2014,29.6,74.0,8888.0,2.0,E 
06-07-2014,27.3,85.0,38.4,1.0,E 
07-07-2014,26.5,86.0,10.0,1.0,N 
08-07-2014,28.3,78.0,0.0,1.0,NW
09-07-2014,28.2,74.0,0.0,2.0,E 
10-07-2014,29.0,73.0,0.0,3.0,E 
11-07-2014,28.8,75.0,0.0,2.0,E 
12-07-2014,26.8,85.0,46.0,1.0,E 
13-07-2014,25.8,86.0,1.6,3.0,W 
14-07-2014,28.2,65.0,0.0,2.0,W 
15-07-2014,28.6,71.0,26.2,2.0,N 
16-07-2014,26.9,86.0,17.1,0.0,NW
17-07-2014,26.8,84.0,15.3,1.0,N 
18-07-2014,27.6,79.0,0.0,2.0,N 
19-07-2014,28.6,74.0,0.0,1.0,E 
20-07-2014,29.1,74.0,31.8,2.0,E 
21-07-2014,27.6,82.0,0.5,1.0,N 
22-07-2014,28.8,76.0,4.2,2.0,S 
23-07-2014,27.7,79.0,8888.0,1.0,N 
24-07-2014,27.9,74.0,0.0,1.0,N 
25-07-2014,27.2,81.0,8.6,1.0,N 
26-07-2014,27.7,82.0,14.4,2.0,E 
27-07-2014,27.9,82.0,0.0,0.0,E 
28-07-2014,28.4,74.0,8888.0,2.0,S 
29-07-2014,28.1,74.0,0.0,2.0,E 
30-07-2014,28.8,70.0,0.0,3.0,S 
31-07-2014,26.9,73.0,0.0,2.0,E 
