Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-04-2014,29.4,78.0,0.0,1.0,W 
02-04-2014,29.6,78.0,8888.0,0.0,N 
03-04-2014,29.6,75.0,0.0,0.0,NE
04-04-2014,27.5,84.0,22.4,1.0,E 
05-04-2014,29.3,75.0,0.0,2.0,N 
06-04-2014,27.9,81.0,0.0,2.0,N 
07-04-2014,28.5,76.0,1.4,2.0,SW
08-04-2014,30.0,72.0,0.0,2.0,W 
09-04-2014,28.8,76.0,23.2,2.0,SW
10-04-2014,28.0,75.0,0.0,2.0,W 
11-04-2014,28.6,74.0,0.0,1.0,N 
12-04-2014,28.4,76.0,8888.0,2.0,W 
13-04-2014,28.4,74.0,8888.0,2.0,SW
14-04-2014,27.8,80.0,4.4,2.0,W 
15-04-2014,28.7,78.0,0.5,2.0,W 
16-04-2014,28.6,76.0,0.9,2.0,S 
17-04-2014,28.5,76.0,2.0,2.0,N 
18-04-2014,28.2,80.0,6.9,1.0,N 
19-04-2014,28.0,80.0,53.5,2.0,W 
20-04-2014,27.8,82.0,1.8,2.0,SW
21-04-2014,29.0,73.0,0.0,3.0,W 
22-04-2014,28.4,76.0,45.5,2.0,W 
23-04-2014,28.8,78.0,0.0,2.0,W 
24-04-2014,29.9,69.0,0.0,3.0,W 
25-04-2014,30.4,64.0,0.0,2.0,W 
26-04-2014,29.0,78.0,0.0,3.0,SW
27-04-2014,28.5,77.0,0.0,2.0,NW
28-04-2014,28.8,78.0,3.0,2.0,N 
29-04-2014,29.4,76.0,0.0,2.0,N 
30-04-2014,29.6,73.0,0.0,1.0,NW
