Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-12-2018,28.6,80.0,8888.0,0.0,C 
02-12-2018,29.1,74.0,0.0,1.0,N 
03-12-2018,27.5,85.0,8888.0,0.0,N 
04-12-2018,27.8,81.0,11.4,1.0,N 
05-12-2018,28.2,82.0,2.0,1.0,C 
06-12-2018,28.1,78.0,1.0,1.0,C 
07-12-2018,28.9,75.0,4.0,1.0,N 
08-12-2018,29.3,77.0,0.0,1.0,C 
09-12-2018,29.0,79.0,8888.0,1.0,C 
10-12-2018,28.5,79.0,0.0,1.0,C 
11-12-2018,29.1,75.0,0.0,1.0,N 
12-12-2018,28.4,78.0,0.0,1.0,N 
13-12-2018,29.4,75.0,0.8,1.0,N 
14-12-2018,29.3,70.0,8888.0,2.0,W 
15-12-2018,28.5,73.0,6.0,2.0,W 
16-12-2018,29.6,67.0,0.0,2.0,W 
17-12-2018,30.2,67.0,0.0,2.0,C 
18-12-2018,29.1,73.0,0.0,1.0,C 
19-12-2018,28.4,78.0,23.4,2.0,C 
20-12-2018,29.7,69.0,0.0,2.0,C 
21-12-2018,29.0,66.0,0.0,2.0,NW
22-12-2018,28.6,77.0,0.0,1.0,C 
23-12-2018,27.3,78.0,0.0,2.0,W 
24-12-2018,29.0,70.0,0.0,2.0,W 
25-12-2018,27.1,81.0,0.0,3.0,SW
26-12-2018,26.7,82.0,2.7,2.0,W 
27-12-2018,28.8,71.0,1.0,3.0,W 
28-12-2018,29.3,67.0,0.0,3.0,W 
29-12-2018,29.5,72.0,0.0,4.0,W 
30-12-2018,30.2,69.0,0.0,4.0,SW
ddd_car: Arah angin terbanyak (°),,,,,
