Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-08-2018,27.9,76.0,0.0,0.0,N 
02-08-2018,27.9,66.0,0.0,1.0,N 
03-08-2018,27.6,66.0,0.0,2.0,S 
04-08-2018,26.9,66.0,0.0,1.0,N 
05-08-2018,27.2,64.0,0.0,2.0,N 
06-08-2018,27.1,62.0,0.0,1.0,N 
07-08-2018,28.4,65.0,0.0,1.0,N 
08-08-2018,27.5,72.0,0.0,1.0,N 
09-08-2018,28.3,71.0,0.0,2.0,N 
10-08-2018,28.2,72.0,0.0,2.0,N 
11-08-2018,27.3,77.0,32.8,1.0,N 
12-08-2018,28.1,76.0,0.0,1.0,N 
13-08-2018,29.7,69.0,0.0,1.0,N 
14-08-2018,28.1,76.0,0.0,1.0,N 
15-08-2018,28.6,73.0,0.0,1.0,N 
16-08-2018,28.0,72.0,0.0,1.0,N 
17-08-2018,27.7,71.0,0.0,1.0,N 
18-08-2018,27.1,65.0,0.0,1.0,N 
19-08-2018,27.8,67.0,0.0,1.0,N 
20-08-2018,29.0,66.0,0.0,1.0,N 
21-08-2018,28.2,73.0,0.0,1.0,N 
22-08-2018,28.4,72.0,0.0,1.0,N 
23-08-2018,28.3,73.0,0.0,1.0,N 
24-08-2018,28.6,73.0,0.0,1.0,N 
25-08-2018,28.9,67.0,0.0,1.0,N 
26-08-2018,28.8,69.0,0.0,2.0,N 
27-08-2018,29.1,68.0,0.0,1.0,N 
28-08-2018,28.6,75.0,0.0,2.0,N 
29-08-2018,28.5,71.0,0.0,1.0,N 
30-08-2018,29.1,70.0,0.0,1.0,N 
31-08-2018,28.8,70.0,0.0,1.0,N 
