Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-01-2018,28.6,78.0,46.4,1.0,N 
02-01-2018,29.8,69.0,0.0,1.0,N 
03-01-2018,28.4,77.0,0.0,1.0,N 
04-01-2018,29.3,75.0,1.0,1.0,N 
05-01-2018,28.9,68.0,0.5,3.0,S 
06-01-2018,28.9,69.0,0.0,3.0,W 
07-01-2018,28.8,75.0,8888.0,1.0,N 
08-01-2018,28.6,74.0,0.0,2.0,N 
09-01-2018,28.4,76.0,0.0,2.0,NW
10-01-2018,28.3,73.0,8888.0,2.0,N 
11-01-2018,28.4,72.0,0.0,2.0,N 
12-01-2018,28.1,73.0,8888.0,3.0,W 
13-01-2018,29.1,65.0,0.0,2.0,W 
14-01-2018,26.2,83.0,14.3,2.0,N 
15-01-2018,25.8,85.0,14.5,1.0,N 
16-01-2018,27.4,72.0,21.8,2.0,N 
17-01-2018,27.7,76.0,8888.0,2.0,N 
18-01-2018,25.5,91.0,8888.0,1.0,W 
19-01-2018,26.3,82.0,44.7,3.0,W 
20-01-2018,26.8,81.0,3.2,2.0,SW
21-01-2018,28.1,76.0,8.2,3.0,W 
22-01-2018,26.8,81.0,1.0,2.0,W 
23-01-2018,27.7,79.0,5.9,2.0,W 
24-01-2018,27.3,82.0,6.3,2.0,N 
25-01-2018,27.0,74.0,22.2,3.0,S 
26-01-2018,28.6,70.0,0.0,2.0,N 
27-01-2018,27.8,75.0,4.5,2.0,W 
28-01-2018,26.5,81.0,2.4,2.0,N 
29-01-2018,26.8,80.0,4.0,2.0,N 
30-01-2018,27.4,80.0,11.0,2.0,W 
31-01-2018,27.7,79.0,3.5,2.0,W 
