Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-03-2018,27.6,86.0,2.4,1.0,N 
02-03-2018,27.8,81.0,0.2,1.0,N 
03-03-2018,28.7,84.0,0.0,2.0,N 
04-03-2018,28.3,80.0,4.5,1.0,N 
05-03-2018,27.4,80.0,3.0,2.0,N 
06-03-2018,27.8,83.0,0.0,1.0,N 
07-03-2018,27.9,80.0,5.5,2.0,N 
08-03-2018,27.7,82.0,8.0,1.0,N 
09-03-2018,28.1,80.0,0.4,2.0,N 
10-03-2018,27.9,82.0,26.2,1.0,N 
11-03-2018,28.0,84.0,1.6,2.0,W 
12-03-2018,27.9,81.0,16.4,2.0,W 
13-03-2018,27.5,79.0,8888.0,2.0,N 
14-03-2018,28.4,76.0,0.0,1.0,N 
15-03-2018,28.8,79.0,1.0,1.0,N 
16-03-2018,28.6,77.0,0.0,1.0,N 
17-03-2018,26.3,88.0,8888.0,1.0,N 
18-03-2018,27.3,81.0,36.6,1.0,N 
19-03-2018,27.8,81.0,51.0,2.0,N 
20-03-2018,27.3,83.0,2.0,1.0,N 
21-03-2018,27.6,75.0,1.2,2.0,N 
22-03-2018,27.3,80.0,0.0,1.0,N 
23-03-2018,27.6,80.0,8.4,1.0,N 
24-03-2018,27.4,79.0,0.0,2.0,W 
25-03-2018,28.2,74.0,8888.0,1.0,N 
26-03-2018,28.1,80.0,8.6,2.0,W 
27-03-2018,27.1,82.0,0.0,1.0,N 
28-03-2018,27.9,75.0,13.4,2.0,N 
29-03-2018,28.0,76.0,8888.0,2.0,N 
30-03-2018,28.8,73.0,11.6,2.0,N 
31-03-2018,29.9,71.0,0.0,2.0,N 
