Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-11-2018,29.4,71.0,0.0,1.0,N ,74,27,35,95,16
02-11-2018,28.9,76.0,20.0,1.0,N ,50,26,21,85,13
03-11-2018,28.7,75.0,0.0,2.0,N ,76,29,24,173,14
04-11-2018,28.8,76.0,0.0,1.0,N ,56,26,31,110,18
05-11-2018,29.4,75.0,0.0,1.0,N ,56,24,23,101,17
06-11-2018,29.7,69.0,0.0,1.0,N ,53,28,20,122,12
07-11-2018,29.0,77.0,0.0,1.0,N ,59,28,26,96,30
08-11-2018,28.4,80.0,0.5,1.0,N ,63,32,24,89,21
09-11-2018,27.8,84.0,1.2,1.0,N ,61,24,22,98,16
10-11-2018,28.5,76.0,8.5,1.0,N ,60,24,36,166,19
11-11-2018,28.4,79.0,0.0,1.0,N ,71,40,35,104,16
12-11-2018,28.9,77.0,0.0,1.0,N ,66,24,31,144,15
13-11-2018,29.1,74.0,0.0,1.0,N ,66,23,31,129,23
14-11-2018,29.3,70.0,0.0,2.0,W ,60,23,25,65,17
15-11-2018,29.9,65.0,0.0,2.0,N ,40,23,20,51,8
16-11-2018,30.5,71.0,9.4,1.0,N ,54,31,22,234,16
17-11-2018,30.4,67.0,0.0,1.0,N ,65,36,18,145,16
18-11-2018,29.8,69.0,0.0,1.0,N ,59,28,22,120,16
19-11-2018,29.6,72.0,0.0,1.0,N ,81,25,31,90,17
20-11-2018,29.3,73.0,0.0,1.0,N ,56,25,21,94,16
21-11-2018,29.8,70.0,0.0,1.0,N ,66,31,21,163,22
22-11-2018,28.7,78.0,0.0,1.0,N ,69,26,25,129,20
23-11-2018,27.8,82.0,47.0,1.0,N ,66,27,26,203,22
24-11-2018,28.2,80.0,12.0,1.0,N ,61,24,38,193,22
25-11-2018,28.6,77.0,0.0,1.0,N ,57,25,21,77,15
26-11-2018,27.6,81.0,0.0,1.0,N ,73,24,26,90,20
27-11-2018,28.2,79.0,13.2,1.0,N ,63,24,28,126,19
28-11-2018,28.9,80.0,22.0,2.0,S ,63,26,22,109,17
29-11-2018,27.9,81.0,0.0,1.0,N ,62,27,33,76,26
30-11-2018,27.5,82.0,7.1,1.0,N ,53,24,20,131,15
