Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-11-2016,28.7,76.0,0.0,2.0,W ,51,30,30,59,16
02-11-2016,28.9,73.0,19.7,2.0,N ,49,30,29,49,10
03-11-2016,28.9,73.0,0.0,1.0,N ,55,31,33,73,12
04-11-2016,28.9,75.0,2.6,1.0,N ,64,32,37,126,16
05-11-2016,28.6,74.0,0.0,1.0,N ,69,32,37,150,18
06-11-2016,29.2,74.0,0.0,2.0,N ,128,33,65,172,21
07-11-2016,29.6,76.0,0.0,2.0,N ,79,49,46,136,22
08-11-2016,28.1,82.0,0.0,1.0,N ,66,31,41,75,25
09-11-2016,27.9,80.0,51.0,2.0,N ,58,31,44,143,14
10-11-2016,27.4,80.0,0.0,2.0,W ,59,33,36,116,17
11-11-2016,27.3,83.0,1.7,1.0,N ,70,34,47,123,25
12-11-2016,27.9,83.0,16.0,1.0,N ,59,43,60,93,16
13-11-2016,27.3,85.0,11.8,2.0,W ,44,30,36,65,20
14-11-2016,27.4,81.0,41.0,2.0,N ,55,31,51,120,14
15-11-2016,28.1,75.0,0.0,1.0,N ,51,31,48,77,11
16-11-2016,28.7,76.0,4.0,2.0,N ,55,31,52,139,19
17-11-2016,28.7,77.0,1.0,1.0,N ,61,32,39,106,18
18-11-2016,28.2,79.0,0.0,1.0,N ,74,39,43,73,15
19-11-2016,29.9,71.0,0.2,2.0,N ,59,32,56,81,18
20-11-2016,28.6,80.0,0.0,1.0,N ,60,32,40,63,14
21-11-2016,27.7,83.0,7.0,1.0,N ,61,31,40,65,15
22-11-2016,27.9,78.0,28.2,2.0,N ,66,32,42,121,29
23-11-2016,28.4,79.0,0.7,1.0,N ,66,31,32,148,21
24-11-2016,29.3,74.0,0.0,2.0,W ,65,32,59,82,17
25-11-2016,28.7,76.0,0.0,1.0,N ,51,32,31,41,8
26-11-2016,28.7,79.0,0.0,1.0,N ,75,34,39,86,12
27-11-2016,29.0,78.0,4.0,1.0,N ,93,42,78,87,18
28-11-2016,28.1,83.0,9.4,1.0,N ,82,37,61,58,18
29-11-2016,27.1,82.0,1.6,1.0,N ,42,31,32,70,12
30-11-2016,28.5,76.0,0.0,1.0,N ,66,33,35,60,20
