Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-08-2016,29.3,73.0,0.0,1.0,N ,73,29,45,100,11
02-08-2016,28.2,79.0,24.5,1.0,N ,58,30,38,131,14
03-08-2016,28.4,63.0,2.8,1.0,N ,64,30,41,136,21
04-08-2016,28.5,72.0,0.0,1.0,N ,87,30,49,133,15
05-08-2016,28.7,71.0,0.0,1.0,N ,107,30,47,108,21
06-08-2016,28.9,71.0,0.0,2.0,N ,72,30,40,87,14
07-08-2016,28.4,74.0,0.0,1.0,N ,81,30,37,119,11
08-08-2016,28.3,82.0,6.5,1.0,N ,58,29,35,77,11
09-08-2016,28.5,79.0,18.2,1.0,N ,60,28,45,63,16
10-08-2016,29.0,77.0,2.6,1.0,N ,60,29,45,102,16
11-08-2016,28.8,79.0,4.0,1.0,N ,63,28,41,88,18
12-08-2016,28.4,77.0,0.0,1.0,N ,64,29,41,119,18
13-08-2016,29.5,72.0,0.0,1.0,N ,63,29,38,103,16
14-08-2016,26.5,87.0,28.8,1.0,N ,51,29,38,72,15
15-08-2016,28.0,79.0,5.6,1.0,N ,50,28,45,121,19
16-08-2016,28.4,77.0,0.0,1.0,N ,72,30,41,107,12
17-08-2016,29.0,73.0,0.0,2.0,N ,86,33,69,59,12
18-08-2016,28.8,75.0,0.0,1.0,N ,55,29,47,77,12
19-08-2016,29.2,76.0,0.0,1.0,N ,71,30,46,83,15
20-08-2016,27.7,76.0,50.0,1.0,N ,55,29,45,115,16
21-08-2016,28.5,75.0,0.0,1.0,N ,69,30,35,88,12
22-08-2016,28.3,75.0,0.0,1.0,N ,59,31,38,83,11
23-08-2016,28.1,78.0,4.0,2.0,N ,65,30,33,176,13
24-08-2016,27.6,80.0,13.8,2.0,N ,70,29,35,101,15
25-08-2016,28.1,76.0,0.0,1.0,N ,80,34,62,133,21
26-08-2016,28.6,79.0,0.0,1.0,N ,78,31,44,103,17
27-08-2016,28.1,78.0,0.0,2.0,E ,79,31,58,70,12
28-08-2016,28.6,77.0,3.6,1.0,N ,60,29,64,78,11
29-08-2016,27.9,83.0,0.0,0.0,N ,80,29,76,66,12
30-08-2016,25.9,92.0,20.0,1.0,N ,81,30,48,111,21
31-08-2016,28.8,77.0,42.8,1.0,N ,78,29,79,71,26
