Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-06-2016,29.9,77.0,0.0,1.0,N ,76,28,57,119,14
02-06-2016,30.0,76.0,0.0,1.0,E ,69,27,81,75,15
03-06-2016,29.3,73.0,0.0,1.0,N ,51,28,35,140,18
04-06-2016,29.5,77.0,0.0,1.0,N ,88,28,61,85,18
05-06-2016,28.4,81.0,0.0,1.0,N ,84,28,72,70,19
06-06-2016,28.3,79.0,0.0,0.0,N ,95,28,71,113,19
07-06-2016,28.9,77.0,1.6,1.0,N ,77,30,65,56,20
08-06-2016,29.2,70.0,0.0,2.0,N ,54,29,38,114,14
09-06-2016,29.0,77.0,0.0,1.0,N ,52,28,37,59,17
10-06-2016,29.0,80.0,31.0,1.0,N ,72,27,73,65,26
11-06-2016,29.3,76.0,0.0,2.0,N ,59,28,49,68,13
12-06-2016,29.1,74.0,0.0,1.0,N ,73,28,58,114,14
13-06-2016,29.6,75.0,0.0,0.0,N ,64,28,49,129,17
14-06-2016,28.4,76.0,0.0,1.0,N ,73,29,45,85,15
15-06-2016,27.7,80.0,0.0,2.0,N ,66,29,47,81,21
16-06-2016,29.3,73.0,0.0,2.0,N ,65,31,47,53,19
17-06-2016,29.5,77.0,0.2,2.0,N ,66,29,41,69,20
18-06-2016,25.0,85.0,57.2,0.0,N ,40,29,44,33,18
19-06-2016,28.0,78.0,4.2,1.0,N ,62,29,59,126,13
20-06-2016,28.4,78.0,0.0,1.0,N ,77,30,65,113,20
21-06-2016,29.5,73.0,0.0,1.0,N ,85,30,52,125,24
22-06-2016,28.1,80.0,5.5,1.0,N ,67,28,37,127,20
23-06-2016,28.3,78.0,0.2,1.0,N ,71,28,41,108,16
24-06-2016,29.2,77.0,6.4,1.0,N ,71,30,49,119,16
25-06-2016,27.5,81.0,59.0,1.0,N ,73,29,65,109,19
26-06-2016,27.9,80.0,0.0,2.0,N ,83,29,59,78,19
27-06-2016,28.3,77.0,21.0,1.0,N ,63,29,61,73,14
28-06-2016,28.7,74.0,0.0,1.0,N ,76,30,51,137,16
29-06-2016,28.8,76.0,0.0,1.0,N ,68,30,53,100,24
30-06-2016,28.8,79.0,15.8,1.0,N ,61,28,57,78,16
