Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-04-2016,28.2,80.0,0.0,1.0,N ,81,27,66,84,17
02-04-2016,28.7,79.0,0.0,1.0,N ,57,26,37,102,13
03-04-2016,29.4,76.0,0.0,2.0,NW,58,27,48,80,15
04-04-2016,30.1,72.0,0.0,1.0,N ,50,27,39,66,11
05-04-2016,30.1,74.0,0.0,1.0,N ,54,27,40,66,11
06-04-2016,29.8,75.0,0.0,2.0,N ,67,27,42,98,12
07-04-2016,30.1,75.0,0.0,2.0,S ,64,27,44,77,16
08-04-2016,30.1,75.0,0.0,2.0,NW,65,27,38,49,19
09-04-2016,29.8,74.0,0.0,2.0,N ,70,26,39,94,22
10-04-2016,29.3,78.0,3.3,2.0,NW,61,26,45,76,16
11-04-2016,29.7,77.0,0.0,1.0,N ,80,27,44,139,13
12-04-2016,29.1,76.0,0.0,2.0,N ,99,27,59,85,16
13-04-2016,30.2,73.0,0.0,1.0,W ,71,26,34,70,20
14-04-2016,29.5,76.0,0.0,1.0,N ,73,27,41,123,18
15-04-2016,28.9,81.0,5.4,1.0,N ,65,27,62,117,22
16-04-2016,30.0,78.0,0.0,2.0,N ,69,27,58,78,16
17-04-2016,28.9,82.0,0.0,2.0,N ,65,27,38,78,11
18-04-2016,29.0,81.0,45.4,1.0,N ,47,27,47,93,17
19-04-2016,29.4,80.0,13.7,2.0,N ,54,27,46,80,16
20-04-2016,28.8,79.0,8.0,1.0,N ,55,27,38,99,15
21-04-2016,27.7,86.0,124.5,1.0,N ,51,27,51,135,20
22-04-2016,29.4,77.0,2.0,2.0,E ,53,28,41,69,17
23-04-2016,30.0,75.0,0.0,2.0,E ,55,30,32,65,8
24-04-2016,29.7,74.0,0.0,1.0,N ,63,28,39,57,11
25-04-2016,29.9,76.0,0.0,2.0,N ,65,29,42,66,12
26-04-2016,27.7,86.0,0.7,1.0,N ,71,29,49,67,18
27-04-2016,29.1,77.0,1.0,1.0,N ,66,30,50,76,15
28-04-2016,29.6,75.0,0.0,2.0,N ,60,30,47,82,19
29-04-2016,29.4,75.0,0.0,1.0,N ,57,30,39,74,10
30-04-2016,29.7,76.0,0.0,1.0,N ,71,31,69,66,15
