Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-12-2016,28.5,73.0,0.0,2.0,W ,65,31,36,64,16
02-12-2016,26.8,84.0,0.0,2.0,W ,43,31,25,43,5
03-12-2016,28.5,76.0,6.4,3.0,W ,25,31,29,34,8
04-12-2016,25.0,89.0,0.4,2.0,N ,38,31,28,35,5
05-12-2016,25.8,86.0,14.8,3.0,W ,23,31,26,36,6
06-12-2016,27.7,77.0,1.7,2.0,W ,29,31,28,42,7
07-12-2016,28.8,75.0,0.0,2.0,N ,54,31,28,56,7
08-12-2016,28.3,79.0,0.0,2.0,N ,61,32,35,74,8
09-12-2016,29.3,71.0,14.4,2.0,W ,55,31,28,54,10
10-12-2016,29.9,71.0,0.0,2.0,W ,48,31,25,36,14
11-12-2016,27.7,80.0,0.0,1.0,N ,35,31,27,50,8
12-12-2016,27.2,79.0,3.1,2.0,W ,32,31,33,54,9
13-12-2016,29.4,70.0,0.0,2.0,W ,47,32,28,46,16
14-12-2016,28.0,77.0,0.0,2.0,W ,39,32,27,53,20
15-12-2016,28.6,72.0,0.8,2.0,W ,45,31,53,33,12
16-12-2016,29.2,72.0,0.0,2.0,N ,34,31,29,39,8
17-12-2016,27.5,84.0,0.0,1.0,N ,34,30,25,40,11
18-12-2016,28.8,75.0,7.3,3.0,W ,33,29,45,48,13
19-12-2016,28.0,78.0,0.0,2.0,W ,28,29,25,37,12
20-12-2016,29.6,71.0,1.3,4.0,W ,22,31,22,34,4
21-12-2016,29.0,75.0,0.0,2.0,W ,23,32,23,37,5
22-12-2016,28.4,76.0,0.4,3.0,W ,28,32,24,34,5
23-12-2016,29.2,73.0,0.5,3.0,W ,22,31,28,34,5
24-12-2016,28.8,74.0,0.0,3.0,W ,25,31,29,39,4
25-12-2016,28.2,75.0,0.0,1.0,N ,30,31,29,42,5
26-12-2016,28.6,79.0,0.0,2.0,W ,52,32,39,66,21
27-12-2016,28.1,75.0,7.0,2.0,N ,29,31,34,54,17
28-12-2016,29.8,67.0,0.0,2.0,W ,30,32,30,41,6
29-12-2016,28.6,75.0,0.0,3.0,W ,37,32,33,41,7
30-12-2016,28.7,75.0,0.0,2.0,N ,66,32,40,41,12
ddd_car: Arah angin terbanyak (°),,,,,,55,33,44,59,14
